label,timestamp1,timestamp2,x_out_fir_rescale_max,x_out_fir_rescale_ptp,y_out_fir_rescale_max,y_out_fir_rescale_ptp,z_out_fir_rescale_max,z_out_fir_rescale_ptp
Stationary,,,-0.004434108734130859,0.2227361798286438,-0.018647611141204834,0.9136185050010681,0.2865349054336548,0.28114259243011475
Stationary,,,-0.19431447982788086,0.02724820375442505,-0.9214629530906677,0.013387143611907959,0.2913731336593628,0.013658642768859863
Stationary,,,-0.19491416215896606,0.020319461822509766,-0.923628568649292,0.010878443717956543,0.2927122116088867,0.015552997589111328
Stationary,,,-0.1917867660522461,0.019334614276885986,-0.9199303984642029,0.01477128267288208,0.29374444484710693,0.012537360191345215
Stationary,,,-0.19427329301834106,0.016130566596984863,-0.923183798789978,0.011968493461608887,0.2957749366760254,0.014593362808227539
Stationary,,,-0.1951884627342224,0.01808023452758789,-0.9255470633506775,0.009426116943359375,0.29450178146362305,0.019320368766784668
Stationary,,,-0.1934981346130371,0.018078505992889404,-0.926616370677948,0.00801229476928711,0.2864004373550415,0.014510273933410645
Stationary,,,-0.1945691704750061,0.018346846103668213,-0.9235308170318604,0.013538122177124023,0.2885066270828247,0.012704849243164062
Stationary,,,-0.19655776023864746,0.012744307518005371,-0.9253847599029541,0.010365545749664307,0.29014742374420166,0.011615276336669922
Stationary,,,-0.1942509412765503,0.015519917011260986,-0.9238564372062683,0.010980725288391113,0.2945408821105957,0.018105745315551758
