label,timestamp1,timestamp2,x_out_fir_rescale_max,x_out_fir_rescale_ptp,y_out_fir_rescale_max,y_out_fir_rescale_ptp,z_out_fir_rescale_max,z_out_fir_rescale_ptp
Bicep curl,,,0.04774463176727295,0.5722864866256714,0.8688448667526245,0.8668199777603149,0.04641878604888916,1.1995292901992798
Bicep curl,,,0.039109110832214355,0.6890594959259033,0.9054203033447266,0.8394285440444946,0.3402458429336548,1.3721750974655151
Bicep curl,,,-0.34300559759140015,0.3196919560432434,0.6788074970245361,0.7016715407371521,-0.44148093461990356,0.6132736802101135
Bicep curl,,,-0.13912951946258545,0.5140205025672913,0.9378257989883423,0.602378249168396,0.2028806209564209,1.1108896136283875
Bicep curl,,,-0.40939033031463623,0.32397186756134033,0.28042328357696533,0.6596296429634094,-0.5569616556167603,0.7417770624160767
Bicep curl,,,-0.09075397253036499,0.5186623930931091,0.9139019250869751,0.8275045156478882,0.16969764232635498,1.1749005317687988
Bicep curl,,,-0.45635998249053955,0.21708929538726807,0.4448586702346802,0.6308549046516418,-0.46768856048583984,0.7824397087097168
Bicep curl,,,-0.06804007291793823,0.6133303046226501,0.8388750553131104,0.5641264915466309,0.1295396089553833,0.9815868139266968
Bicep curl,,,-0.45673346519470215,0.3059490919113159,0.45939409732818604,0.5184926986694336,-0.7037739157676697,0.4767008423805237
Bicep curl,,,0.11226272583007812,0.7640868425369263,0.8314832448959351,0.5221452713012695,0.17245268821716309,1.0441410541534424
