label,timestamp1,timestamp2,x_out_fir_rescale,y_out_fir_rescale,z_out_fir_rescale,gyro_x_fir_rescale,gyro_y_fir_rescale,gyro_z_fir_rescale
Stationary,,,-0.0016997456550598145,-0.019142866134643555,0.005148530006408691,0.006158590316772461,0.0043108463287353516,-0.00024634599685668945
Stationary,,,-0.0072519779205322266,-0.08071506023406982,0.021744608879089355,0.025963187217712402,0.018666505813598633,-0.0006691813468933105
Stationary,,,-0.021578550338745117,-0.23860347270965576,0.06432700157165527,0.07686507701873779,0.05542600154876709,-0.0011431574821472168
Stationary,,,-0.04325288534164429,-0.4744803309440613,0.12803399562835693,0.15323209762573242,0.11114668846130371,0.00030350685119628906
Stationary,,,-0.06529349088668823,-0.7103836536407471,0.1917937994003296,0.230491042137146,0.16634595394134521,0.0060280561447143555
Stationary,,,-0.08027684688568115,-0.868262767791748,0.2342613935470581,0.28355467319488525,0.2007349729537964,0.017426133155822754
Stationary,,,-0.08620071411132812,-0.9296854138374329,0.25009214878082275,0.3055996894836426,0.20939135551452637,0.034369707107543945
Stationary,,,-0.08787596225738525,-0.9486398100852966,0.2536081075668335,0.312259316444397,0.20716238021850586,0.056421518325805664
Stationary,,,-0.08730971813201904,-0.9485884308815002,0.2512432336807251,0.3102685213088989,0.20569610595703125,0.08173084259033203
Stationary,,,-0.08603918552398682,-0.9485172629356384,0.24859249591827393,0.30595123767852783,0.2154712677001953,0.10454452037811279
Stationary,,,-0.08472579717636108,-0.9481568336486816,0.24627315998077393,0.2988938093185425,0.23894059658050537,0.12021148204803467
Stationary,,,-0.08483016490936279,-0.9478538036346436,0.24478960037231445,0.28795361518859863,0.26873576641082764,0.1279125213623047
Stationary,,,-0.08697348833084106,-0.9484756588935852,0.24421322345733643,0.27366626262664795,0.2904224395751953,0.12992846965789795
Stationary,,,-0.09015989303588867,-0.9504203796386719,0.24409985542297363,0.25842416286468506,0.2914687395095825,0.12864911556243896
Stationary,,,-0.09312814474105835,-0.9531518220901489,0.24393510818481445,0.24298405647277832,0.2693314552307129,0.12745821475982666
Stationary,,,-0.09556668996810913,-0.9558976292610168,0.24353742599487305,0.22589445114135742,0.23038840293884277,0.13067853450775146
Stationary,,,-0.09764760732650757,-0.958198606967926,0.2430257797241211,0.20559227466583252,0.18480467796325684,0.1403113603591919
Stationary,,,-0.09908163547515869,-0.9596865773200989,0.2425825595855713,0.18273556232452393,0.14198565483093262,0.15424787998199463
Stationary,,,-0.09911727905273438,-0.9599988460540771,0.24234414100646973,0.1586906909942627,0.10818445682525635,0.16749930381774902
Stationary,,,-0.09755295515060425,-0.959041178226471,0.24255013465881348,0.13452327251434326,0.08568727970123291,0.1747288703918457
Stationary,,,-0.095478355884552,-0.9572353959083557,0.24350738525390625,0.11139476299285889,0.07275617122650146,0.1750727891921997
Stationary,,,-0.09429776668548584,-0.9554111957550049,0.24517667293548584,0.09121298789978027,0.06365573406219482,0.17273974418640137
Stationary,,,-0.09420150518417358,-0.9542776346206665,0.24699079990386963,0.07661545276641846,0.05318903923034668,0.17249524593353271
Stationary,,,-0.09399735927581787,-0.9539180397987366,0.24823176860809326,0.06888127326965332,0.040904998779296875,0.17573034763336182
Stationary,,,-0.09227418899536133,-0.9536635279655457,0.24861133098602295,0.06676375865936279,0.03332090377807617,0.18062841892242432
Stationary,,,-0.0890231728553772,-0.9528612494468689,0.24864161014556885,0.06579446792602539,0.04131758213043213,0.18502354621887207
Stationary,,,-0.085956871509552,-0.9518239498138428,0.24927020072937012,0.06236863136291504,0.07145106792449951,0.18900203704833984
Stationary,,,-0.08484762907028198,-0.9515959620475769,0.2510422468185425,0.05749678611755371,0.11994767189025879,0.19248759746551514
Stationary,,,-0.0859641432762146,-0.9528330564498901,0.2536888122558594,0.05608713626861572,0.17174983024597168,0.19370222091674805
Stationary,,,-0.08825337886810303,-0.9549725651741028,0.25626206398010254,0.06251907348632812,0.2093029022216797,0.1927264928817749
Stationary,,,-0.0909227728843689,-0.9568169713020325,0.25797486305236816,0.07512831687927246,0.22101688385009766,0.19430041313171387
Stationary,,,-0.09379875659942627,-0.9578666687011719,0.2587510347366333,0.08842432498931885,0.20555412769317627,0.20553886890411377
Stationary,,,-0.09622323513031006,-0.9585314393043518,0.2590181827545166,0.0977243185043335,0.17148089408874512,0.2279186248779297
Stationary,,,-0.09670144319534302,-0.9592070579528809,0.25919508934020996,0.1019824743270874,0.13506126403808594,0.25562286376953125
Stationary,,,-0.0942227840423584,-0.959564745426178,0.2593322992324829,0.10287141799926758,0.11436820030212402,0.2805286645889282
Stationary,,,-0.08969974517822266,-0.9589971303939819,0.25943315029144287,0.1018296480178833,0.12045788764953613,0.29866647720336914
Stationary,,,-0.08549880981445312,-0.9575745463371277,0.2597130537033081,0.09993958473205566,0.1504983901977539,0.31081104278564453
Stationary,,,-0.0834621787071228,-0.9561543464660645,0.26047301292419434,0.0990828275680542,0.18854117393493652,0.3181009292602539
Stationary,,,-0.083487868309021,-0.9555767774581909,0.2617380619049072,0.10165560245513916,0.2156507968902588,0.31902849674224854
Stationary,,,-0.08450758457183838,-0.9559903740882874,0.2630894184112549,0.1093980073928833,0.22028160095214844,0.31339895725250244
Stationary,,,-0.08589977025985718,-0.9568600058555603,0.2639118432998657,0.12183594703674316,0.2030954360961914,0.3062927722930908
Stationary,,,-0.0873458981513977,-0.9574921131134033,0.26369810104370117,0.136560320854187,0.17460501194000244,0.30466651916503906
Stationary,,,-0.08816796541213989,-0.9575221538543701,0.26233458518981934,0.14999723434448242,0.15008604526519775,0.31096506118774414
Stationary,,,-0.08749264478683472,-0.9569207429885864,0.2602733373641968,0.15836966037750244,0.143457293510437,0.32139039039611816
Stationary,,,-0.0854790210723877,-0.9559113383293152,0.25852930545806885,0.15975582599639893,0.1599355936050415,0.3280900716781616
Stationary,,,-0.08374249935150146,-0.955028235912323,0.2581590414047241,0.15497910976409912,0.19108295440673828,0.3246729373931885
Stationary,,,-0.0837477445602417,-0.9548920392990112,0.2594151496887207,0.14843010902404785,0.2170240879058838,0.30824410915374756
Stationary,,,-0.08541220426559448,-0.9556633234024048,0.2615659236907959,0.14531397819519043,0.2180941104888916,0.2793821096420288
Stationary,,,-0.08756047487258911,-0.9567722678184509,0.2633686065673828,0.1488436460494995,0.18617725372314453,0.2431201934814453
Stationary,,,-0.08941221237182617,-0.9574458599090576,0.2638716697692871,0.15752553939819336,0.12849998474121094,0.20843589305877686
Stationary,,,-0.09092289209365845,-0.9574103951454163,0.2628443241119385,0.1665250062942505,0.06265270709991455,0.18438732624053955
Stationary,,,-0.09191685914993286,-0.9568639993667603,0.2607746124267578,0.17210352420806885,0.00890195369720459,0.17300677299499512
Stationary,,,-0.09202396869659424,-0.9562042951583862,0.2585475444793701,0.1730412244796753,-0.016186416149139404,0.17049264907836914
Stationary,,,-0.09126913547515869,-0.955735445022583,0.25690174102783203,0.17129182815551758,-0.006580531597137451,0.1704617738723755
Stationary,,,-0.09040689468383789,-0.9555627107620239,0.25620877742767334,0.16939687728881836,0.030191421508789062,0.16858625411987305
Stationary,,,-0.09028983116149902,-0.9556034803390503,0.2563856840133667,0.1687605381011963,0.07599508762359619,0.16439509391784668
Stationary,,,-0.0911526083946228,-0.9557173252105713,0.2570532560348511,0.1692134141921997,0.11180698871612549,0.15950262546539307
Stationary,,,-0.09257280826568604,-0.9559177756309509,0.25772225856781006,0.1693636178970337,0.12759685516357422,0.15569019317626953
Stationary,,,-0.09373825788497925,-0.9561187624931335,0.25800180435180664,0.16901183128356934,0.12401747703552246,0.15226995944976807
Stationary,,,-0.0940428376197815,-0.9558713436126709,0.2578413486480713,0.1680964231491089,0.11017513275146484,0.14643144607543945
Stationary,,,-0.09386742115020752,-0.9547019004821777,0.25753235816955566,0.16577422618865967,0.09716534614562988,0.13709211349487305
Stationary,,,-0.09439843893051147,-0.9527536630630493,0.2574431896209717,0.16145145893096924,0.09076189994812012,0.12499332427978516
Stationary,,,-0.09623360633850098,-0.9508576989173889,0.25756406784057617,0.15605199337005615,0.08802676200866699,0.11033034324645996
Stationary,,,-0.09861129522323608,-0.9497841000556946,0.25742852687835693,0.1518791913986206,0.08070290088653564,0.09389424324035645
Stationary,,,-0.10034066438674927,-0.9497783184051514,0.2566051483154297,0.1497814655303955,0.06453168392181396,0.07856714725494385
Stationary,,,-0.10122531652450562,-0.951012372970581,0.2552741765975952,0.14810645580291748,0.04327809810638428,0.07024812698364258
Stationary,,,-0.10158711671829224,-0.9535399079322815,0.25413644313812256,0.14519989490509033,0.025142431259155273,0.06966829299926758
Stationary,,,-0.10129129886627197,-0.9567497968673706,0.25381743907928467,0.14050793647766113,0.017911434173583984,0.06992924213409424
Stationary,,,-0.10020965337753296,-0.9595907330513,0.2544621229171753,0.13413655757904053,0.0262143611907959,0.06463432312011719
Stationary,,,-0.09894263744354248,-0.9614277482032776,0.25578439235687256,0.1263660192489624,0.050495147705078125,0.053049325942993164
Stationary,,,-0.09855204820632935,-0.96240234375,0.25736773014068604,0.11802041530609131,0.08557319641113281,0.03907132148742676
Stationary,,,-0.09952741861343384,-0.9628491997718811,0.2588186264038086,0.11128866672515869,0.12104690074920654,0.02557528018951416
Stationary,,,-0.10141485929489136,-0.9628605246543884,0.25992465019226074,0.10786402225494385,0.1474776268005371,0.013345003128051758
Stationary,,,-0.1034504771232605,-0.9623875617980957,0.2607458829879761,0.10888004302978516,0.1615504026412964,0.002008676528930664
Stationary,,,-0.10523849725723267,-0.9612283706665039,0.2614271640777588,0.11421787738800049,0.1668335199356079,-0.008121132850646973
Stationary,,,-0.10686886310577393,-0.9590902924537659,0.2619839906692505,0.12271237373352051,0.16942071914672852,-0.015428900718688965
Stationary,,,-0.108489990234375,-0.9559210538864136,0.2622716426849365,0.13197576999664307,0.1742541790008545,-0.01867091655731201
Stationary,,,-0.10978704690933228,-0.9520910382270813,0.26230084896087646,0.13932669162750244,0.18262708187103271,-0.01976144313812256
Stationary,,,-0.11043989658355713,-0.9482058882713318,0.26248955726623535,0.1426069736480713,0.19212400913238525,-0.02125704288482666
Stationary,,,-0.11071151494979858,-0.9448425769805908,0.26335179805755615,0.1411128044128418,0.1976529359817505,-0.023112952709197998
Stationary,,,-0.11114233732223511,-0.9424315094947815,0.26492583751678467,0.13682591915130615,0.1929103136062622,-0.023502111434936523
Stationary,,,-0.11202186346054077,-0.9411628842353821,0.26657557487487793,0.13267576694488525,0.1730414628982544,-0.02097243070602417
Stationary,,,-0.11332929134368896,-0.9410874843597412,0.26744329929351807,0.13123786449432373,0.13606512546539307,-0.014561593532562256
Stationary,,,-0.11487776041030884,-0.9421498775482178,0.26706743240356445,0.13250935077667236,0.08485627174377441,-0.003265678882598877
Stationary,,,-0.11608320474624634,-0.9441096186637878,0.26563918590545654,0.1356884241104126,0.026833176612854004,0.011565446853637695
Stationary,,,-0.11615735292434692,-0.9464439749717712,0.2637895345687866,0.13897168636322021,-0.02668207883834839,0.02756524085998535
Stationary,,,-0.11476349830627441,-0.9485028982162476,0.2621791362762451,0.14007413387298584,-0.06385499238967896,0.042973995208740234
Stationary,,,-0.11252033710479736,-0.9501176476478577,0.26126861572265625,0.13739192485809326,-0.07899600267410278,0.05722248554229736
Stationary,,,-0.11069518327713013,-0.9516620635986328,0.2611973285675049,0.1317441463470459,-0.07601624727249146,0.0701669454574585
Stationary,,,-0.11020243167877197,-0.9534872174263,0.2616618871688843,0.1267160177230835,-0.0679166316986084,0.0820009708404541
Stationary,,,-0.11106544733047485,-0.9554284811019897,0.26196813583374023,0.1251819133758545,-0.06757503747940063,0.09410476684570312
Stationary,,,-0.1126437783241272,-0.9569496512413025,0.2614535093307495,0.12688660621643066,-0.08020663261413574,0.10815954208374023
Stationary,,,-0.11427944898605347,-0.9577658176422119,0.26001811027526855,0.12838900089263916,-0.10130864381790161,0.1250394582748413
Stationary,,,-0.11519515514373779,-0.9579566121101379,0.25816500186920166,0.12660205364227295,-0.12069714069366455,0.14169883728027344
Stationary,,,-0.11464428901672363,-0.9575610160827637,0.2566150426864624,0.11975538730621338,-0.12902790307998657,0.15223312377929688
Stationary,,,-0.11255139112472534,-0.9565580487251282,0.2558988332748413,0.1079181432723999,-0.121773362159729,0.15352928638458252
Stationary,,,-0.10982650518417358,-0.9552011489868164,0.2562488317489624,0.09252440929412842,-0.10306793451309204,0.14546728134155273
Stationary,,,-0.10799175500869751,-0.9541319608688354,0.25766706466674805,0.07685136795043945,-0.08600068092346191,0.12966299057006836
Stationary,,,-0.10778999328613281,-0.9537558555603027,0.2597900629043579,0.06635630130767822,-0.08731627464294434,0.10646140575408936
Stationary,,,-0.10872524976730347,-0.9536753296852112,0.261863112449646,0.0645751953125,-0.11688703298568726,0.07725322246551514
Stationary,,,-0.10972791910171509,-0.9530948400497437,0.2630876302719116,0.07058417797088623,-0.1699124574661255,0.04748666286468506
Stationary,,,-0.11033356189727783,-0.951735258102417,0.26312732696533203,0.07926106452941895,-0.2289658784866333,0.025761723518371582
Stationary,,,-0.11083406209945679,-0.9502129554748535,0.2622593641281128,0.0855398178100586,-0.27492672204971313,0.01909947395324707
Stationary,,,-0.11119145154953003,-0.9493556022644043,0.26106560230255127,0.08874988555908203,-0.2949336767196655,0.026827454566955566
Stationary,,,-0.11095070838928223,-0.949348509311676,0.26007938385009766,0.09055376052856445,-0.2856155037879944,0.04321444034576416
Stationary,,,-0.11003023386001587,-0.9497729539871216,0.25959455966949463,0.0931093692779541,-0.250230073928833,0.06375384330749512
Stationary,,,-0.10887336730957031,-0.9501967430114746,0.25961625576019287,0.09703075885772705,-0.19952964782714844,0.08646500110626221
Stationary,,,-0.10781323909759521,-0.9504440426826477,0.26000702381134033,0.10093927383422852,-0.14789605140686035,0.10881185531616211
Stationary,,,-0.10689860582351685,-0.9506939649581909,0.2606780529022217,0.10293114185333252,-0.10737353563308716,0.1285325288772583
Stationary,,,-0.10615181922912598,-0.9513242244720459,0.26152682304382324,0.10234761238098145,-0.08351212739944458,0.14379513263702393
Stationary,,,-0.10561233758926392,-0.9525655508041382,0.26232290267944336,0.10141253471374512,-0.07383644580841064,0.15363216400146484
Stationary,,,-0.10520654916763306,-0.9541032314300537,0.2627068758010864,0.10290324687957764,-0.07232928276062012,0.1575169563293457
Stationary,,,-0.1049569845199585,-0.9553330540657043,0.2624661922454834,0.10679018497467041,-0.07022517919540405,0.1581329107284546
Stationary,,,-0.10509777069091797,-0.9560418128967285,0.26173174381256104,0.11125743389129639,-0.06119626760482788,0.15807068347930908
Stationary,,,-0.10550200939178467,-0.9563604593276978,0.26085567474365234,0.11494994163513184,-0.04343968629837036,0.15604352951049805
Stationary,,,-0.1057015061378479,-0.9563969969749451,0.26028740406036377,0.11694681644439697,-0.019458234310150146,0.14984750747680664
