label,timestamp1,timestamp2,x_out_fir_rescale,y_out_fir_rescale,z_out_fir_rescale,gyro_x_fir_rescale,gyro_y_fir_rescale,gyro_z_fir_rescale
BicepCurl,,,-0.00475919246673584,-0.0008769631385803223,-0.01949012279510498,-0.0020938515663146973,-0.0009853839874267578,0.00086212158203125
BicepCurl,,,-0.02000725269317627,-0.003704547882080078,-0.08219653367996216,-0.008088350296020508,-0.0019369721412658691,0.0037577152252197266
BicepCurl,,,-0.05911308526992798,-0.010929763317108154,-0.24296718835830688,-0.022606968879699707,-0.0017002224922180176,0.01163184642791748
BicepCurl,,,-0.11747485399246216,-0.02167409658432007,-0.48312538862228394,-0.04111361503601074,0.007912993431091309,0.024331092834472656
BicepCurl,,,-0.17598354816436768,-0.03223586082458496,-0.723103940486908,-0.05487680435180664,0.03017604351043701,0.03874814510345459
BicepCurl,,,-0.21556562185287476,-0.038960933685302734,-0.8832664489746094,-0.05925464630126953,0.05423283576965332,0.049352169036865234
BicepCurl,,,-0.23151367902755737,-0.04111981391906738,-0.9448347091674805,-0.05779391527175903,0.061505794525146484,0.051693081855773926
BicepCurl,,,-0.23658287525177002,-0.041452109813690186,-0.963100016117096,-0.05969667434692383,0.04208576679229736,0.04559791088104248
BicepCurl,,,-0.23605936765670776,-0.04133176803588867,-0.9626331925392151,-0.06534862518310547,0.01029360294342041,0.032683372497558594
BicepCurl,,,-0.23508340120315552,-0.04158860445022583,-0.9632245302200317,-0.07179844379425049,-0.013590455055236816,0.016255497932434082
BicepCurl,,,-0.23442673683166504,-0.041840970516204834,-0.9644593596458435,-0.0741850733757019,-0.01934725046157837,-0.0016618967056274414
BicepCurl,,,-0.23463952541351318,-0.04168140888214111,-0.9656432867050171,-0.07013553380966187,-0.010600507259368896,-0.017908155918121338
BicepCurl,,,-0.23571354150772095,-0.04089623689651489,-0.966396152973175,-0.06077069044113159,0.003649473190307617,-0.0288848876953125
BicepCurl,,,-0.2373276948928833,-0.039545536041259766,-0.9666610360145569,-0.04948824644088745,0.017185330390930176,-0.03156280517578125
BicepCurl,,,-0.23910439014434814,-0.037828147411346436,-0.966405987739563,-0.03997838497161865,0.026645183563232422,-0.026829540729522705
BicepCurl,,,-0.24067002534866333,-0.03604310750961304,-0.9657760262489319,-0.03437697887420654,0.028762459754943848,-0.019360065460205078
BicepCurl,,,-0.24167215824127197,-0.034572720527648926,-0.9651545882225037,-0.03230005502700806,0.022185325622558594,-0.013408482074737549
BicepCurl,,,-0.2418401837348938,-0.03359323740005493,-0.9649673700332642,-0.031516194343566895,0.009008169174194336,-0.01120525598526001
BicepCurl,,,-0.2412005066871643,-0.033041179180145264,-0.9654423594474792,-0.029857516288757324,-0.005429506301879883,-0.012198328971862793
BicepCurl,,,-0.2401929497718811,-0.032741665840148926,-0.9666162729263306,-0.02630370855331421,-0.014401733875274658,-0.015035450458526611
BicepCurl,,,-0.2393360137939453,-0.032548725605010986,-0.9683306217193604,-0.02160799503326416,-0.01282811164855957,-0.01856064796447754
BicepCurl,,,-0.23896318674087524,-0.032464027404785156,-0.9702872037887573,-0.017827510833740234,9.28640365600586e-05,-0.02067852020263672
BicepCurl,,,-0.23915696144104004,-0.032520174980163574,-0.9726043939590454,-0.01786285638809204,0.01961386203765869,-0.01954406499862671
BicepCurl,,,-0.2395648956298828,-0.03282606601715088,-0.9761795997619629,-0.0242120623588562,0.039393067359924316,-0.015110611915588379
BicepCurl,,,-0.23953121900558472,-0.03353071212768555,-0.9822861552238464,-0.03779137134552002,0.06207537651062012,-0.00843203067779541
BicepCurl,,,-0.23858517408370972,-0.034672319889068604,-0.9913637638092041,-0.05976146459579468,0.10196387767791748,-0.0002573728561401367
BicepCurl,,,-0.23718714714050293,-0.036000072956085205,-1.0023548603057861,-0.09456247091293335,0.17523443698883057,0.012030243873596191
BicepCurl,,,-0.23699235916137695,-0.03695958852767944,-1.0135390758514404,-0.15419304370880127,0.28039002418518066,0.03315103054046631
BicepCurl,,,-0.2397669553756714,-0.036921918392181396,-1.0238157510757446,-0.2560441493988037,0.3862314224243164,0.06625044345855713
BicepCurl,,,-0.2459176778793335,-0.0356212854385376,-1.0337934494018555,-0.4192991256713867,0.4399021863937378,0.11196327209472656
BicepCurl,,,-0.2536892890930176,-0.03343653678894043,-1.0455528497695923,-0.6539840698242188,0.39511728286743164,0.16632652282714844
BicepCurl,,,-0.2599789500236511,-0.03087294101715088,-1.0609380006790161,-0.9551902413368225,0.244989275932312,0.22375929355621338
