label,timestamp1,timestamp2,x_out,y_out,z_out,gyro_x,gyro_y,gyro_z
BicepCurl,26003,26005,-235.84,-43.46,-965.82,-103.76,-48.83,42.72
BicepCurl,26013,26015,-233.03,-43.82,-967.29,-67.14,61.04,48.83
BicepCurl,26023,26025,-235.35,-42.36,-965.94,-48.83,122.07,67.14
BicepCurl,26033,26034,-238.53,-41.26,-963.99,-48.83,97.66,61.04
BicepCurl,26043,26045,-238.53,-40.53,-960.21,-54.93,24.41,42.72
BicepCurl,26053,26054,-235.23,-40.41,-960.21,-73.24,-48.83,24.41
BicepCurl,26062,26064,-233.15,-42.6,-964.97,-85.45,-48.83,12.21
BicepCurl,26072,26074,-233.15,-42.97,-965.94,-79.35,-12.21,-12.21
BicepCurl,26082,26084,-234.13,-41.63,-965.94,-73.24,-6.1,-36.62
BicepCurl,26092,26094,-236.33,-41.14,-967.41,-54.93,12.21,-42.72
BicepCurl,26102,26104,-238.28,-39.18,-967.41,-36.62,30.52,-42.72
BicepCurl,26111,26113,-240.11,-36.62,-966.55,-30.52,36.62,-18.31
BicepCurl,26121,26123,-242.19,-34.67,-965.21,-30.52,42.72,-6.1
BicepCurl,26131,26133,-243.29,-32.96,-963.75,-30.52,24.41,-12.21
BicepCurl,26141,26143,-242.8,-33.08,-964.36,-36.62,-6.1,-6.1
BicepCurl,26151,26153,-240.6,-32.96,-965.58,-30.52,-18.31,-12.21
BicepCurl,26161,26163,-238.65,-32.47,-965.94,-24.41,-30.52,-18.31
BicepCurl,26170,26172,-238.89,-32.35,-969.73,-18.31,-30.52,-18.31
BicepCurl,26180,26182,-238.04,-32.35,-972.78,-12.21,6.1,-30.52
BicepCurl,26190,26192,-238.4,-32.47,-971.44,-6.1,48.83,-24.41
BicepCurl,26200,26202,-241.46,-32.35,-973.88,-24.41,54.93,-6.1
BicepCurl,26210,26212,-241.33,-33.33,-982.3,-42.72,42.72,-6.1
BicepCurl,26220,26221,-238.65,-35.16,-995.24,-61.04,73.24,0.0
BicepCurl,26229,26231,-234.62,-37.23,-1010.13,-91.55,164.79,6.1
BicepCurl,26239,26241,-231.45,-38.94,-1021.85,-140.38,347.9,30.52
BicepCurl,26249,26251,-237.06,-38.94,-1029.3,-244.14,531.01,73.24
BicepCurl,26259,26261,-249.39,-34.79,-1034.67,-427.25,598.14,128.17
BicepCurl,26269,26271,-261.96,-31.01,-1046.26,-732.42,482.18,201.42
BicepCurl,26278,26280,-269.29,-30.52,-1065.06,-1080.32,195.31,256.35
BicepCurl,26288,26290,-267.7,-27.34,-1088.13,-1483.15,-183.11,311.28
BicepCurl,26298,26300,-258.79,-23.44,-1118.77,-1892.09,-408.94,360.11
BicepCurl,26308,26310,-250.61,-20.26,-1138.18,-2246.09,-366.21,402.83
BicepCurl,26318,26320,-246.58,-10.99,-1142.58,-2624.51,-244.14,463.87
BicepCurl,26328,26330,-235.96,-2.2,-1154.79,-2996.83,-18.31,537.11
BicepCurl,26338,26339,-224.0,3.54,-1176.39,-3314.21,390.62,628.66
BicepCurl,26347,26349,-225.22,7.57,-1217.29,-3680.42,860.6,775.15
BicepCurl,26357,26359,-233.15,3.42,-1262.33,-4095.46,1440.43,885.01
BicepCurl,26367,26369,-246.22,10.99,-1275.51,-4553.22,2087.4,897.22
BicepCurl,26377,26379,-265.99,37.96,-1276.37,-5236.82,2252.2,1031.49
BicepCurl,26387,26389,-279.05,60.42,-1285.52,-6097.41,2087.4,1135.25
BicepCurl,26397,26399,-286.62,80.44,-1280.27,-6921.39,1892.09,1232.91
BicepCurl,26407,26408,-289.43,111.21,-1250.24,-7751.46,1330.57,1251.22
BicepCurl,26416,26418,-271.85,141.97,-1226.56,-8685.3,585.94,1336.67
BicepCurl,26426,26428,-245.61,164.06,-1214.72,-9411.62,164.79,1348.88
BicepCurl,26436,26438,-221.8,183.84,-1221.19,-10015.87,-61.04,1275.63
BicepCurl,26446,26447,-200.56,192.99,-1251.46,-10424.8,0.0,1226.81
BicepCurl,26456,26458,-187.99,187.26,-1260.99,-10583.5,402.83,1092.53
BicepCurl,26466,26468,-179.08,192.99,-1228.39,-10589.6,958.25,933.84
BicepCurl,26475,26477,-183.59,219.97,-1175.9,-10699.46,1324.46,958.25
BicepCurl,26485,26487,-200.07,247.8,-1114.26,-11016.85,1562.5,1025.39
BicepCurl,26495,26497,-213.13,268.07,-1035.77,-11444.09,1617.43,1019.29
BicepCurl,26505,26507,-234.74,291.75,-982.3,-12097.17,1080.32,1110.84
BicepCurl,26515,26516,-254.64,303.22,-967.53,-12744.14,146.48,1190.19
BicepCurl,26524,26526,-261.6,298.58,-971.07,-13177.49,-708.01,1086.43
BicepCurl,26534,26536,-259.03,299.56,-987.67,-13366.7,-1464.84,952.15
BicepCurl,26544,26546,-233.64,300.78,-996.95,-13305.66,-1794.43,903.32
BicepCurl,26554,26556,-201.42,310.18,-968.02,-13037.11,-1464.84,958.25
BicepCurl,26564,26566,-182.37,332.4,-910.03,-12860.11,-738.53,1110.84
BicepCurl,26573,26575,-183.23,351.44,-878.05,-12817.38,-30.52,1458.74
BicepCurl,26584,26585,-197.63,363.77,-873.54,-12829.59,640.87,1806.64
BicepCurl,26593,26595,-206.79,373.41,-858.64,-12725.83,1232.91,1953.13
BicepCurl,26603,26605,-212.89,386.72,-830.44,-12628.17,1544.19,2044.68
BicepCurl,26613,26615,-219.6,396.36,-835.94,-12640.38,1452.64,2062.99
BicepCurl,26623,26625,-209.23,394.78,-861.08,-12518.31,1269.53,2056.88
BicepCurl,26633,26635,-180.05,401.12,-844.85,-12164.31,1257.32,1947.02
BicepCurl,26642,26644,-152.71,425.9,-796.87,-11920.17,1379.39,1892.09
BicepCurl,26652,26654,-141.97,446.66,-780.03,-11987.3,1367.19,1922.61
BicepCurl,26662,26664,-138.79,453.74,-787.48,-11926.27,1373.29,1910.4
BicepCurl,26672,26674,-134.16,461.18,-770.75,-11871.34,1666.26,1721.19
BicepCurl,26682,26684,-137.21,480.83,-732.42,-11791.99,1959.23,1495.36
BicepCurl,26692,26694,-148.19,511.84,-702.39,-11810.3,1953.13,1403.81
BicepCurl,26702,26704,-151.98,540.53,-695.92,-11938.48,1733.4,1416.02
BicepCurl,26711,26713,-145.51,556.88,-670.41,-11932.37,1593.02,1440.43
BicepCurl,26721,26723,-142.7,573.36,-630.37,-11901.86,1519.78,1434.33
BicepCurl,26731,26733,-143.07,593.87,-622.92,-11975.1,1379.39,1403.81
BicepCurl,26741,26743,-141.97,606.69,-621.7,-11938.48,1348.88,1336.67
BicepCurl,26751,26753,-137.45,620.48,-606.2,-11700.44,1379.39,1159.67
BicepCurl,26761,26762,-126.59,638.31,-601.07,-11383.06,1373.29,1129.15
BicepCurl,26770,26772,-116.94,658.2,-584.96,-10937.5,1507.57,1275.63
BicepCurl,26780,26782,-108.89,679.2,-527.95,-10589.6,1824.95,1361.08
BicepCurl,26790,26792,-95.09,695.56,-462.77,-10455.32,2185.06,1354.98
BicepCurl,26800,26802,-81.42,705.44,-426.15,-10406.49,2508.54,1281.74
BicepCurl,26810,26811,-75.07,713.62,-389.04,-10180.66,2722.17,982.67
BicepCurl,26820,26821,-67.5,719.73,-365.48,-10095.21,2758.79,628.66
BicepCurl,26829,26831,-61.52,712.89,-366.58,-9851.07,2685.55,274.66
BicepCurl,26839,26841,-76.54,715.7,-370.48,-9320.07,2471.92,54.93
BicepCurl,26849,26851,-106.2,734.74,-368.9,-8654.79,1965.33,-286.87
BicepCurl,26859,26861,-115.84,753.42,-382.2,-8111.57,1428.22,-518.8
BicepCurl,26869,26871,-94.24,772.09,-406.13,-7440.19,1403.81,-579.83
BicepCurl,26879,26880,-71.41,800.17,-390.87,-6744.38,1965.33,-347.9
BicepCurl,26888,26890,-64.7,829.59,-370.85,-6524.66,3057.86,103.76
BicepCurl,26898,26900,-70.8,845.34,-370.85,-6408.69,4345.7,506.59
BicepCurl,26908,26910,-92.16,863.4,-369.26,-6286.62,5480.96,799.56
BicepCurl,26918,26920,-126.71,889.53,-364.26,-6237.79,6146.24,1068.12
BicepCurl,26928,26930,-163.21,909.55,-381.23,-6451.42,6329.35,1263.43
BicepCurl,26938,26939,-178.71,917.48,-405.27,-6536.87,6188.96,1312.26
BicepCurl,26948,26949,-167.11,923.1,-411.87,-6561.28,5932.62,1263.43
BicepCurl,26957,26959,-149.41,930.42,-375.85,-6427.0,5572.51,1306.15
BicepCurl,26967,26969,-129.15,933.72,-322.27,-6585.69,5059.81,1312.26
BicepCurl,26977,26979,-98.75,928.1,-281.25,-6756.59,4565.43,1318.36
BicepCurl,26987,26989,-83.62,920.53,-247.92,-7000.73,4174.8,1312.26
BicepCurl,26996,26998,-84.59,906.86,-225.1,-7171.63,3784.18,1135.25
BicepCurl,27006,27008,-80.2,897.58,-210.69,-7153.32,3332.52,927.73
BicepCurl,27016,27018,-71.04,901.12,-211.91,-7135.01,2990.72,750.73
BicepCurl,27026,27028,-55.18,895.75,-211.43,-7006.84,2795.41,543.21
BicepCurl,27036,27038,-37.84,888.92,-203.37,-6677.25,2636.72,482.18
BicepCurl,27046,27048,-16.48,889.04,-197.27,-6475.83,2618.41,408.94
BicepCurl,27056,27057,11.84,891.48,-177.49,-6250.0,2777.1,286.87
BicepCurl,27066,27068,21.85,895.39,-138.55,-6219.48,2954.1,292.97
BicepCurl,27075,27077,-1.59,887.33,-111.33,-6158.45,3027.34,250.24
BicepCurl,27085,27087,-13.18,880.13,-86.18,-5548.1,2874.76,-115.97
BicepCurl,27095,27097,-1.22,888.55,-58.96,-5187.99,2606.2,-354.0
BicepCurl,27105,27107,-1.34,886.72,-47.85,-4980.47,2349.85,-476.07
BicepCurl,27115,27117,-15.99,882.32,-43.09,-4412.84,2044.68,-677.49
BicepCurl,27124,27126,-30.52,888.55,-18.31,-3900.15,1727.29,-878.91
BicepCurl,27134,27136,-49.8,887.94,26.12,-3564.45,1348.88,-994.87
BicepCurl,27144,27146,-84.59,881.96,58.72,-3173.83,939.94,-1123.05
BicepCurl,27154,27156,-112.18,878.78,72.63,-2703.86,408.94,-1251.22
BicepCurl,27164,27166,-116.46,879.15,79.1,-2160.64,-97.66,-1184.08
BicepCurl,27174,27176,-112.79,876.22,94.24,-1568.6,-396.73,-1007.08
BicepCurl,27183,27185,-111.94,872.31,122.92,-988.77,-543.21,-891.11
BicepCurl,27193,27195,-117.43,869.51,139.65,-506.59,-640.87,-823.97
BicepCurl,27203,27205,-124.39,866.09,137.82,115.97,-842.29,-769.04
BicepCurl,27213,27215,-130.0,868.9,129.03,811.77,-1147.46,-598.14
BicepCurl,27223,27225,-139.77,871.83,114.26,1538.09,-1422.12,-457.76
BicepCurl,27233,27235,-154.3,874.15,95.83,2337.65,-1763.92,-378.42
BicepCurl,27242,27244,-161.25,880.86,78.37,3143.31,-2197.27,-225.83
BicepCurl,27252,27254,-160.89,885.38,65.67,3796.39,-2502.44,-61.04
BicepCurl,27262,27264,-162.6,882.81,69.09,4376.22,-2783.2,24.41
BicepCurl,27272,27274,-155.15,873.41,101.2,4925.54,-3228.76,115.97
BicepCurl,27282,27284,-129.39,860.96,139.89,5212.4,-3674.32,122.07
BicepCurl,27292,27294,-107.06,838.38,146.12,5285.64,-3997.8,-42.72
BicepCurl,27302,27304,-93.51,812.26,121.7,5584.72,-4467.77,-262.45
BicepCurl,27311,27313,-80.2,802.73,65.55,5999.76,-5145.26,-457.76
BicepCurl,27321,27323,-57.13,801.39,-10.62,6604.0,-5834.96,-677.49
BicepCurl,27331,27333,-24.05,803.1,-74.22,7348.63,-6292.72,-769.04
BicepCurl,27341,27343,-2.32,803.96,-129.03,8056.64,-6439.21,-811.77
BicepCurl,27351,27353,27.71,799.56,-157.96,8978.27,-6298.83,-811.77
BicepCurl,27360,27362,64.21,799.19,-160.28,9680.18,-5670.17,-634.77
BicepCurl,27371,27372,68.97,790.41,-154.3,10168.46,-4791.26,-482.18
BicepCurl,27380,27382,55.18,778.2,-135.38,10650.63,-3967.29,-341.8
BicepCurl,27390,27392,41.99,770.26,-109.37,10870.36,-3186.04,-274.66
BicepCurl,27400,27402,25.63,750.37,-82.64,10986.33,-2630.62,-384.52
BicepCurl,27410,27412,15.75,719.36,-83.98,11083.98,-2478.03,-604.25
BicepCurl,27420,27422,14.77,686.28,-147.58,11322.02,-2484.13,-1025.39
BicepCurl,27429,27431,12.21,669.43,-258.18,11859.13,-2471.92,-1538.09
BicepCurl,27439,27441,13.55,687.5,-396.36,12640.38,-2484.13,-1849.37
BicepCurl,27449,27451,30.4,722.66,-553.59,13488.77,-2221.68,-1672.36
BicepCurl,27459,27461,37.6,745.24,-655.88,14477.54,-1251.22,-1153.56
BicepCurl,27469,27471,31.74,780.76,-660.28,15173.34,604.25,-726.32
BicepCurl,27478,27480,-1.46,821.53,-625.85,14904.79,2911.38,-164.79
BicepCurl,27489,27491,-94.36,824.1,-593.51,14147.95,4736.33,390.62
BicepCurl,27498,27500,-208.01,809.33,-581.18,13269.04,5554.2,598.14
BicepCurl,27508,27510,-300.29,808.47,-618.04,12500.0,4681.4,787.35
BicepCurl,27518,27520,-342.65,792.11,-669.19,11877.44,2606.2,1007.08
BicepCurl,27528,27530,-345.58,757.2,-722.78,11486.82,152.59,805.66
BicepCurl,27538,27540,-315.31,730.22,-783.2,11553.96,-2502.44,610.35
BicepCurl,27548,27550,-226.32,704.47,-793.82,11865.23,-4425.05,506.59
BicepCurl,27557,27559,-125.24,684.94,-748.05,11840.82,-4901.12,158.69
BicepCurl,27567,27569,-41.5,657.23,-728.15,11669.92,-4400.63,-219.73
BicepCurl,27577,27579,26.61,617.19,-744.02,11743.16,-3289.79,-225.83
BicepCurl,27587,27589,32.47,587.77,-745.12,11889.65,-1904.3,-85.45
BicepCurl,27597,27599,-1.34,568.73,-796.02,12158.2,-878.91,54.93
BicepCurl,27607,27608,-27.22,554.93,-872.31,12524.41,-36.62,372.31
BicepCurl,27616,27618,-87.77,541.99,-867.43,12750.24,750.73,500.49
BicepCurl,27626,27628,-172.97,529.3,-838.01,12738.04,732.42,201.42
BicepCurl,27636,27638,-232.91,517.46,-817.02,12677.0,-97.66,18.31
BicepCurl,27646,27648,-258.18,500.37,-781.01,12512.21,-1477.05,-292.97
BicepCurl,27656,27658,-203.25,474.98,-823.12,12255.86,-2844.24,-634.77
BicepCurl,27666,27668,-94.6,449.71,-945.31,12011.72,-3192.14,-549.32
BicepCurl,27675,27677,-27.59,430.66,-1022.34,11840.82,-2136.23,-341.8
BicepCurl,27685,27687,-5.86,413.57,-1073.61,11639.4,-421.14,-494.38
BicepCurl,27695,27697,-20.02,394.17,-1137.21,11553.96,1013.18,-360.11
BicepCurl,27705,27707,-93.38,376.34,-1121.58,11724.85,1763.92,-128.17
BicepCurl,27715,27717,-190.8,380.74,-1008.91,11816.41,1422.12,-341.8
BicepCurl,27725,27727,-237.67,391.36,-881.59,11389.16,-91.55,-543.21
BicepCurl,27734,27736,-227.42,374.76,-802.86,10687.26,-1867.68,-708.01
BicepCurl,27744,27746,-182.13,346.07,-825.93,10125.73,-3186.04,-915.53
BicepCurl,27754,27756,-98.02,325.56,-941.41,9777.83,-3735.35,-1000.98
BicepCurl,27764,27766,-16.6,293.21,-1065.8,9558.11,-3039.55,-1000.98
BicepCurl,27774,27776,27.71,251.46,-1161.62,9667.97,-1568.6,-1110.84
BicepCurl,27783,27785,20.26,235.11,-1181.52,9936.52,244.14,-1037.6
BicepCurl,27793,27795,-63.48,245.0,-1111.45,10003.66,1635.74,-1043.7
BicepCurl,27803,27805,-167.36,260.74,-1021.24,9698.49,1611.33,-1031.49
BicepCurl,27813,27815,-222.78,270.75,-958.86,9161.38,488.28,-964.36
BicepCurl,27823,27825,-215.82,266.24,-944.34,8544.92,-860.6,-1013.18
BicepCurl,27833,27835,-166.87,251.83,-976.2,7946.78,-1770.02,-988.77
BicepCurl,27843,27845,-125.0,226.2,-1035.4,7434.08,-1861.57,-952.15
BicepCurl,27852,27854,-109.62,198.49,-1077.39,7153.32,-1586.91,-1092.53
BicepCurl,27862,27864,-106.08,188.48,-1088.75,7031.25,-1312.26,-1257.32
BicepCurl,27872,27874,-112.3,183.11,-1104.49,6976.32,-1336.67,-1226.81
BicepCurl,27882,27884,-126.46,173.34,-1112.79,7055.66,-1458.74,-1049.8
BicepCurl,27892,27894,-135.74,163.57,-1098.14,7220.46,-1269.53,-1208.5
BicepCurl,27902,27904,-131.59,156.74,-1070.92,7324.22,-921.63,-1293.95
BicepCurl,27911,27913,-141.72,151.12,-1018.07,7324.22,-592.04,-1251.22
BicepCurl,27921,27923,-173.22,148.93,-951.66,7250.98,-653.08,-1318.36
BicepCurl,27931,27933,-179.2,139.53,-943.24,7067.87,-1062.01,-1306.15
BicepCurl,27941,27943,-149.41,113.77,-1005.13,6939.7,-1239.01,-1184.08
BicepCurl,27951,27953,-115.72,85.08,-1076.66,6945.8,-708.01,-1123.05
BicepCurl,27961,27963,-106.81,62.26,-1114.38,7171.63,250.24,-1110.84
BicepCurl,27971,27972,-136.96,50.29,-1097.9,7409.67,903.32,-1086.43
BicepCurl,27980,27982,-185.18,50.29,-1033.33,7470.7,878.91,-1104.74
BicepCurl,27990,27992,-226.07,52.98,-957.4,7318.12,109.86,-1159.67
BicepCurl,28000,28002,-243.77,44.31,-913.45,6982.42,-994.87,-1141.36
BicepCurl,28010,28012,-223.51,24.17,-934.94,6555.18,-2093.51,-1116.94
BicepCurl,28020,28022,-175.9,-0.12,-995.97,6207.28,-2478.03,-1013.18
BicepCurl,28029,28031,-128.42,-21.97,-1051.03,6054.69,-1947.02,-952.15
BicepCurl,28039,28041,-95.34,-33.94,-1074.83,5999.76,-860.6,-805.66
BicepCurl,28049,28051,-98.02,-26.86,-1043.7,6048.58,323.49,-683.59
BicepCurl,28059,28061,-141.72,-10.13,-992.92,6024.17,946.04,-506.59
BicepCurl,28069,28071,-170.9,-7.57,-938.96,5963.13,952.15,-396.73
BicepCurl,28079,28080,-187.13,-1.95,-858.76,5889.89,604.25,-457.76
BicepCurl,28089,28091,-214.48,6.59,-806.76,5633.54,-366.21,-463.87
BicepCurl,28098,28100,-218.14,-17.46,-858.03,5218.51,-1678.47,-433.35
BicepCurl,28108,28110,-199.95,-69.21,-978.64,5053.71,-2679.44,-347.9
BicepCurl,28118,28120,-178.34,-130.0,-1101.81,5236.82,-3002.93,-335.69
BicepCurl,28128,28130,-150.76,-183.84,-1187.01,5633.54,-2331.54,-280.76
BicepCurl,28138,28139,-140.87,-216.31,-1198.24,5865.48,-915.53,-225.83
BicepCurl,28148,28150,-166.99,-225.59,-1148.8,5853.27,500.49,-61.04
BicepCurl,28157,28159,-233.28,-224.24,-1066.41,5572.51,1141.36,225.83
BicepCurl,28167,28169,-299.44,-230.83,-1019.41,4956.05,604.25,469.97
BicepCurl,28177,28179,-304.44,-255.49,-1051.27,4144.29,-463.87,640.87
BicepCurl,28187,28189,-268.92,-289.18,-1089.6,3393.55,-1110.84,622.56
BicepCurl,28197,28199,-237.18,-311.28,-1101.44,2703.86,-1434.33,500.49
BicepCurl,28207,28208,-213.5,-320.19,-1105.59,2117.92,-1623.54,360.11
BicepCurl,28216,28218,-202.39,-321.53,-1087.28,1733.4,-1635.74,158.69
BicepCurl,28226,28228,-196.9,-311.52,-1061.89,1464.84,-1611.33,-42.72
BicepCurl,28236,28238,-187.87,-303.34,-1065.8,1269.53,-1580.81,-250.24
BicepCurl,28246,28248,-178.83,-299.32,-1077.88,1232.91,-1245.12,-372.31
BicepCurl,28256,28258,-180.18,-288.7,-1085.82,1275.63,-817.87,-457.76
BicepCurl,28266,28268,-193.48,-281.01,-1093.14,1318.36,-451.66,-445.56
BicepCurl,28275,28277,-206.91,-272.34,-1082.15,1348.88,-30.52,-415.04
BicepCurl,28285,28287,-219.85,-260.74,-1077.76,1165.77,280.76,-299.07
BicepCurl,28295,28297,-231.57,-255.25,-1086.3,860.6,543.21,-134.28
BicepCurl,28305,28307,-242.07,-243.65,-1086.43,463.87,671.39,-6.1
BicepCurl,28315,28317,-244.14,-228.27,-1097.78,-85.45,592.04,170.9
BicepCurl,28325,28326,-238.65,-222.66,-1131.96,-695.8,494.38,323.49
BicepCurl,28334,28336,-228.03,-218.87,-1171.63,-1232.91,494.38,360.11
BicepCurl,28344,28346,-212.65,-212.04,-1190.55,-1666.26,598.14,329.59
BicepCurl,28354,28356,-203.49,-196.29,-1178.1,-2075.2,811.77,262.45
BicepCurl,28364,28366,-211.91,-173.83,-1149.9,-2520.75,909.42,231.93
BicepCurl,28374,28376,-230.59,-155.4,-1125.85,-2972.41,720.21,195.31
BicepCurl,28384,28386,-238.89,-140.99,-1119.51,-3393.55,341.8,134.28
BicepCurl,28393,28395,-231.81,-132.81,-1126.34,-3784.18,61.04,146.48
BicepCurl,28403,28405,-225.71,-129.76,-1125.0,-4150.39,42.72,158.69
BicepCurl,28413,28415,-230.59,-117.92,-1127.08,-4534.91,73.24,225.83
BicepCurl,28423,28425,-236.69,-108.52,-1148.8,-4931.64,6.1,329.59
BicepCurl,28433,28435,-239.75,-111.21,-1158.69,-5273.44,30.52,402.83
BicepCurl,28443,28445,-250.0,-107.79,-1154.66,-5621.34,24.41,415.04
BicepCurl,28452,28454,-261.11,-98.02,-1155.4,-6018.07,-177.0,524.9
BicepCurl,28462,28464,-259.89,-90.82,-1150.39,-6402.59,-305.18,604.25
BicepCurl,28472,28474,-244.75,-87.04,-1152.95,-6805.42,-292.97,695.8
BicepCurl,28482,28484,-219.24,-85.45,-1171.26,-7202.15,-30.52,854.49
BicepCurl,28492,28494,-204.96,-83.98,-1183.11,-7531.74,518.8,1019.29
BicepCurl,28502,28504,-207.89,-79.35,-1186.28,-7818.6,1098.63,1123.05
BicepCurl,28512,28514,-209.59,-70.43,-1179.69,-8087.16,1538.09,1153.56
BicepCurl,28521,28523,-208.86,-57.86,-1158.45,-8343.51,1800.54,1171.88
BicepCurl,28531,28533,-217.29,-41.99,-1149.66,-8660.89,1782.23,1196.29
BicepCurl,28541,28543,-219.12,-31.37,-1163.94,-8978.27,1708.98,1171.88
BicepCurl,28551,28553,-203.98,-24.17,-1186.4,-9277.34,1806.64,1074.22
BicepCurl,28561,28563,-196.17,-11.6,-1213.38,-9643.55,1983.64,1104.74
BicepCurl,28571,28573,-206.18,-0.49,-1225.95,-10009.77,2130.13,1147.46
BicepCurl,28580,28582,-218.38,13.55,-1225.95,-10437.01,2008.06,1086.43
BicepCurl,28590,28592,-206.67,34.3,-1218.38,-10876.46,1947.02,1080.32
BicepCurl,28600,28602,-194.34,59.81,-1189.21,-11322.02,2044.68,1043.7
BicepCurl,28610,28612,-200.81,89.23,-1157.23,-11853.03,1666.26,1165.77
BicepCurl,28620,28622,-184.69,111.82,-1136.23,-12420.65,1403.81,1147.46
BicepCurl,28629,28631,-159.91,131.96,-1113.77,-12884.52,1452.64,1049.8
BicepCurl,28639,28641,-151.61,154.3,-1103.88,-13269.04,1379.39,1031.49
BicepCurl,28649,28651,-143.43,167.72,-1126.71,-13500.98,1385.5,903.32
BicepCurl,28659,28661,-131.35,171.75,-1143.8,-13464.36,1635.74,732.42
BicepCurl,28669,28671,-124.02,184.57,-1125.98,-13293.46,2038.57,622.56
BicepCurl,28679,28681,-131.96,213.38,-1083.37,-13293.46,2331.54,683.59
BicepCurl,28689,28690,-153.93,245.0,-1022.09,-13452.15,2404.79,775.15
BicepCurl,28698,28700,-172.49,269.29,-971.44,-13854.98,2160.64,726.32
BicepCurl,28708,28710,-163.09,287.72,-938.23,-14343.26,1763.92,671.39
BicepCurl,28718,28720,-135.74,303.47,-906.74,-14685.06,1580.81,531.01
BicepCurl,28728,28730,-125.0,323.73,-889.16,-14874.27,1330.57,518.8
BicepCurl,28738,28740,-114.14,336.3,-906.86,-15032.96,1141.36,451.66
BicepCurl,28748,28750,-80.32,336.43,-942.5,-14990.23,1348.88,256.35
BicepCurl,28757,28759,-63.23,341.19,-925.78,-14648.44,1696.78,274.66
BicepCurl,28767,28769,-76.54,360.35,-851.44,-14294.43,1885.99,305.18
BicepCurl,28777,28779,-93.14,385.62,-807.5,-14233.4,1904.3,347.9
BicepCurl,28787,28789,-98.14,400.39,-806.4,-14117.43,1940.92,347.9
BicepCurl,28797,28799,-95.7,415.53,-773.8,-13928.22,2166.75,286.87
BicepCurl,28807,28809,-104.37,434.33,-694.09,-13861.08,2313.23,292.97
BicepCurl,28817,28819,-122.68,454.71,-646.73,-14001.46,2154.54,195.31
BicepCurl,28826,28828,-124.02,474.37,-661.74,-13958.74,1788.33,91.55
BicepCurl,28836,28838,-105.96,485.35,-673.58,-13720.7,1531.98,54.93
BicepCurl,28846,28848,-91.55,490.23,-671.14,-13330.08,1544.19,-54.93
BicepCurl,28856,28858,-82.03,498.9,-671.51,-12792.97,1678.47,-91.55
BicepCurl,28866,28868,-70.68,528.69,-640.26,-12170.41,2014.16,-91.55
BicepCurl,28876,28877,-53.34,564.33,-581.67,-11834.72,2465.82,-73.24
BicepCurl,28885,28887,-37.6,588.75,-547.85,-11590.58,2893.07,109.86
BicepCurl,28895,28897,-39.43,603.52,-550.42,-11352.54,3222.66,280.76
BicepCurl,28905,28907,-51.64,616.58,-578.25,-11004.64,3454.59,317.38
BicepCurl,28915,28917,-64.45,639.53,-572.27,-10528.56,3698.73,305.18
BicepCurl,28925,28927,-77.88,672.97,-548.46,-10479.74,3875.73,158.69
BicepCurl,28934,28936,-87.4,701.17,-550.66,-10321.04,3796.39,146.48
BicepCurl,28944,28946,-91.8,722.05,-530.52,-9991.46,3521.73,286.87
BicepCurl,28954,28956,-99.73,742.92,-483.28,-9887.7,3302.0,311.28
BicepCurl,28964,28966,-93.63,758.18,-413.33,-9802.25,3161.62,207.52
BicepCurl,28974,28976,-71.78,764.4,-354.0,-9954.83,3039.55,115.97
BicepCurl,28983,28985,-56.27,762.45,-362.18,-10034.18,2929.69,0.0
BicepCurl,28993,28995,-35.28,752.32,-375.61,-9747.31,2819.82,-158.69
BicepCurl,29003,29005,-3.42,756.59,-372.68,-9259.03,2789.31,-225.83
BicepCurl,29013,29015,27.1,769.41,-411.38,-8868.41,3027.34,-231.93
BicepCurl,29023,29025,39.92,782.23,-443.85,-8111.57,3448.49,-183.11
BicepCurl,29033,29035,34.18,815.43,-422.85,-7513.43,3857.42,-54.93
BicepCurl,29043,29045,5.62,842.41,-375.85,-7385.25,4162.6,158.69
BicepCurl,29053,29054,-42.11,853.64,-307.13,-7312.01,4211.43,292.97
BicepCurl,29062,29064,-90.94,859.86,-246.83,-7623.29,3814.7,195.31
BicepCurl,29072,29074,-118.41,850.34,-208.98,-7806.4,2996.83,-85.45
BicepCurl,29082,29084,-108.76,843.38,-183.96,-7885.74,1928.71,-439.45
BicepCurl,29092,29094,-85.45,841.67,-177.25,-7952.88,933.84,-695.8
BicepCurl,29102,29104,-79.71,834.72,-178.59,-7843.02,12.21,-1013.18
BicepCurl,29112,29113,-87.52,841.06,-175.9,-7391.36,-909.42,-1269.53
BicepCurl,29121,29123,-83.25,855.22,-159.18,-7006.84,-1672.36,-1367.19
BicepCurl,29131,29133,-54.2,859.25,-134.52,-6726.07,-2087.4,-1489.26
BicepCurl,29141,29143,-13.67,847.17,-91.43,-6402.59,-1995.85,-1293.95
BicepCurl,29151,29153,4.27,824.95,-61.4,-6280.52,-1269.53,-1037.6
BicepCurl,29161,29162,11.23,812.87,-60.42,-5804.44,-183.11,-1013.18
BicepCurl,29170,29172,24.9,829.22,-82.4,-5242.92,1068.12,-1007.08
BicepCurl,29180,29182,22.71,871.22,-108.4,-4364.01,2227.78,-787.35
BicepCurl,29190,29192,-0.85,922.36,-117.43,-3741.46,2893.07,-335.69
BicepCurl,29200,29202,-26.98,953.25,-120.12,-3289.79,3125.0,329.59
