label,timestamp1,timestamp2,x_out,y_out,z_out,gyro_x,gyro_y,gyro_z
Stationary,579533,579535,-84.23,-948.61,255.13,305.18,213.62,-12.21
Stationary,579542,579544,-88.5,-949.22,257.08,305.18,238.04,6.1
Stationary,579552,579554,-90.21,-949.71,257.32,311.28,219.73,24.41
Stationary,579562,579564,-86.18,-948.73,255.25,317.38,207.52,36.62
Stationary,579572,579574,-87.28,-947.27,253.3,317.38,201.42,54.93
Stationary,579582,579584,-91.31,-948.49,250.49,305.18,189.21,109.86
Stationary,579592,579594,-85.33,-950.81,246.09,305.18,195.31,134.28
Stationary,579602,579604,-78.37,-948.0,243.77,305.18,250.24,122.07
Stationary,579612,579614,-82.28,-944.21,243.29,286.87,311.28,134.28
Stationary,579622,579623,-90.33,-947.14,243.9,256.35,329.59,140.38
Stationary,579631,579633,-93.75,-952.76,245.24,250.24,311.28,122.07
Stationary,579641,579643,-94.36,-955.2,244.14,244.14,262.45,115.97
Stationary,579651,579653,-95.7,-956.91,242.55,219.73,207.52,128.17
Stationary,579661,579662,-99.12,-960.33,242.92,195.31,152.59,140.38
Stationary,579671,579672,-102.54,-962.16,242.55,170.9,109.86,164.79
Stationary,579680,579682,-102.17,-961.06,241.58,146.48,79.35,189.21
Stationary,579690,579692,-95.58,-959.23,241.58,122.07,67.14,189.21
Stationary,579700,579702,-90.21,-955.69,242.92,97.66,67.14,164.79
Stationary,579710,579712,-92.9,-952.51,246.46,73.24,73.24,164.79
Stationary,579720,579722,-96.19,-952.76,249.63,61.04,48.83,170.9
Stationary,579729,579731,-96.56,-954.59,250.0,61.04,30.52,177.0
Stationary,579739,579741,-94.85,-955.81,248.78,67.14,6.1,189.21
Stationary,579749,579751,-84.72,-952.88,246.83,79.35,12.21,189.21
Stationary,579759,579761,-77.88,-948.24,247.56,61.04,73.24,177.0
Stationary,579769,579771,-84.11,-948.85,251.71,42.72,158.69,207.52
Stationary,579779,579780,-88.87,-953.74,256.1,42.72,225.83,207.52
Stationary,579789,579790,-88.87,-958.62,259.64,61.04,256.35,177.0
Stationary,579798,579800,-90.82,-959.35,259.4,91.55,250.24,177.0
Stationary,579808,579810,-95.21,-956.79,258.42,103.76,207.52,201.42
Stationary,579818,579820,-100.59,-957.52,258.79,103.76,146.48,238.04
Stationary,579828,579830,-102.91,-960.94,259.64,103.76,85.45,286.87
Stationary,579838,579840,-93.99,-961.91,259.89,103.76,67.14,305.18
Stationary,579847,579849,-82.52,-959.47,259.03,103.76,103.76,299.07
Stationary,579857,579859,-79.35,-955.57,258.79,97.66,177.0,317.38
Stationary,579867,579869,-82.15,-953.37,260.25,91.55,238.04,335.69
Stationary,579877,579879,-85.45,-954.59,262.82,97.66,256.35,329.59
Stationary,579887,579889,-84.59,-956.67,264.77,109.86,238.04,305.18
Stationary,579897,579899,-84.72,-958.25,265.38,128.17,195.31,286.87
Stationary,579907,579909,-89.48,-958.5,264.89,146.48,146.48,292.97
Stationary,579917,579918,-92.16,-957.64,262.33,164.79,109.86,317.38
Stationary,579926,579928,-89.23,-957.28,258.18,170.9,109.86,335.69
Stationary,579936,579938,-81.67,-955.44,254.76,164.79,158.69,347.9
Stationary,579946,579948,-77.64,-952.39,256.1,152.59,231.93,329.59
Stationary,579956,579958,-83.74,-953.37,260.62,134.28,274.66,311.28
Stationary,579966,579967,-89.23,-957.15,263.92,134.28,250.24,274.66
Stationary,579975,579977,-88.75,-958.86,266.24,146.48,183.11,213.62
Stationary,579985,579987,-88.87,-958.13,265.75,170.9,91.55,164.79
Stationary,579995,579997,-92.65,-957.4,262.57,177.0,6.1,164.79
Stationary,580005,580007,-94.48,-956.67,258.79,177.0,-54.93,170.9
Stationary,580015,580017,-92.77,-955.08,256.47,177.0,-67.14,164.79
Stationary,580025,580027,-90.21,-955.2,255.13,164.79,-18.31,183.11
Stationary,580035,580037,-87.77,-955.57,255.0,164.79,61.04,170.9
Stationary,580044,580046,-89.48,-955.93,256.71,170.9,128.17,152.59
Stationary,580054,580056,-91.92,-955.69,257.69,170.9,152.59,158.69
Stationary,580064,580066,-93.26,-955.08,258.67,170.9,146.48,152.59
Stationary,580074,580076,-96.8,-956.91,259.03,164.79,128.17,152.59
Stationary,580083,580085,-96.07,-958.37,257.45,170.9,85.45,158.69
Stationary,580093,580095,-89.36,-954.71,256.23,170.9,73.24,122.07
Stationary,580103,580105,-91.43,-949.83,257.08,158.69,91.55,115.97
Stationary,580113,580115,-99.98,-948.36,258.54,146.48,103.76,122.07
Stationary,580123,580125,-102.42,-949.58,258.91,146.48,91.55,79.35
Stationary,580133,580135,-100.83,-949.1,256.71,152.59,54.93,48.83
Stationary,580142,580144,-100.1,-948.49,253.05,152.59,18.31,54.93
Stationary,580153,580155,-103.27,-954.83,252.2,140.38,6.1,85.45
Stationary,580162,580164,-103.88,-961.55,253.3,140.38,0.0,85.45
Stationary,580172,580174,-98.51,-961.79,254.39,134.28,12.21,61.04
Stationary,580182,580184,-95.34,-961.79,256.47,122.07,54.93,42.72
Stationary,580192,580194,-97.29,-963.38,258.79,109.86,115.97,30.52
Stationary,580202,580204,-99.98,-963.5,260.13,103.76,158.69,18.31
Stationary,580212,580214,-103.15,-962.89,260.5,103.76,170.9,6.1
Stationary,580221,580223,-105.59,-962.65,260.86,103.76,170.9,0.0
Stationary,580231,580233,-105.59,-962.04,261.72,115.97,164.79,-18.31
Stationary,580241,580243,-106.32,-959.23,262.82,128.17,164.79,-30.52
Stationary,580251,580253,-110.47,-954.22,263.31,140.38,170.9,-18.31
Stationary,580261,580263,-112.92,-949.58,261.72,146.48,189.21,-6.1
Stationary,580271,580273,-109.62,-945.8,260.74,152.59,201.42,-30.52
Stationary,580280,580282,-109.25,-941.89,263.06,140.38,213.62,-30.52
Stationary,580290,580292,-112.18,-940.06,266.48,128.17,207.52,-18.31
Stationary,580300,580302,-112.06,-940.31,268.92,128.17,177.0,-24.41
Stationary,580310,580312,-112.67,-939.82,269.53,128.17,128.17,-24.41
Stationary,580320,580322,-116.7,-941.65,267.46,134.28,61.04,6.1
Stationary,580330,580332,-118.9,-945.43,264.28,134.28,-12.21,24.41
Stationary,580340,580341,-117.68,-948.85,262.33,146.48,-79.35,30.52
Stationary,580349,580351,-114.99,-950.56,260.74,146.48,-109.86,54.93
Stationary,580359,580361,-109.13,-949.95,259.52,140.38,-97.66,67.14
Stationary,580369,580371,-106.69,-951.05,260.74,122.07,-67.14,73.24
Stationary,580379,580381,-110.23,-954.83,262.94,115.97,-36.62,91.55
Stationary,580389,580391,-112.06,-957.89,263.67,122.07,-54.93,97.66
Stationary,580398,580400,-112.67,-958.5,262.21,134.28,-85.45,103.76
Stationary,580408,580410,-115.84,-957.76,258.91,134.28,-122.07,134.28
Stationary,580418,580420,-118.9,-958.25,256.1,128.17,-146.48,170.9
Stationary,580428,580430,-115.6,-958.86,255.0,122.07,-152.59,164.79
Stationary,580438,580440,-111.45,-956.42,254.88,103.76,-128.17,152.59
Stationary,580448,580450,-106.2,-953.12,255.25,85.45,-85.45,152.59
Stationary,580457,580459,-103.03,-951.78,257.57,61.04,-42.72,122.07
Stationary,580467,580469,-108.52,-953.86,261.84,42.72,-48.83,103.76
Stationary,580477,580479,-111.94,-955.81,264.65,61.04,-115.97,67.14
Stationary,580487,580489,-110.23,-954.22,264.89,79.35,-213.62,12.21
Stationary,580497,580499,-108.89,-949.95,263.43,91.55,-286.87,-12.21
Stationary,580507,580508,-111.08,-947.27,261.47,91.55,-323.49,12.21
Stationary,580516,580518,-113.89,-948.36,259.89,85.45,-329.59,36.62
Stationary,580526,580528,-111.69,-950.32,258.91,91.55,-299.07,48.83
Stationary,580536,580538,-107.54,-949.95,258.91,91.55,-244.14,67.14
Stationary,580546,580548,-108.28,-950.44,259.89,97.66,-152.59,103.76
Stationary,580556,580558,-108.64,-951.42,260.01,109.86,-103.76,128.17
Stationary,580566,580568,-105.1,-949.58,260.38,109.86,-73.24,134.28
Stationary,580575,580577,-105.1,-949.95,262.33,97.66,-61.04,158.69
Stationary,580585,580587,-106.69,-953.74,263.55,91.55,-67.14,170.9
Stationary,580595,580597,-104.86,-956.67,263.67,103.76,-79.35,158.69
Stationary,580605,580607,-103.03,-956.05,262.57,115.97,-85.45,140.38
Stationary,580615,580617,-104.98,-955.69,261.11,109.86,-61.04,170.9
Stationary,580625,580627,-107.67,-957.28,260.01,115.97,-36.62,170.9
Stationary,580635,580636,-106.08,-957.03,259.03,128.17,-6.1,140.38
Stationary,580644,580646,-104.49,-955.2,259.52,115.97,24.41,122.07
Stationary,580654,580656,-104.98,-955.69,261.6,103.76,48.83,134.28
Stationary,580664,580666,-104.49,-956.54,263.79,115.97,61.04,134.28
Stationary,580674,580676,-104.74,-954.59,264.53,115.97,42.72,134.28
Stationary,580684,580686,-103.39,-951.78,263.06,115.97,30.52,146.48
Stationary,580694,580695,-100.59,-949.34,262.08,109.86,18.31,140.38
Stationary,580703,580705,-101.2,-948.24,263.18,103.76,0.0,128.17
Stationary,580713,580715,-103.64,-948.12,264.77,97.66,-24.41,128.17
Stationary,580723,580725,-103.15,-949.46,265.62,91.55,-54.93,115.97
Stationary,580733,580735,-100.95,-951.17,265.14,103.76,-85.45,97.66
Stationary,580743,580745,-101.93,-951.54,263.55,103.76,-97.66,103.76
Stationary,580752,580754,-101.2,-950.93,261.23,103.76,-97.66,109.86
Stationary,580762,580764,-99.73,-950.56,260.38,103.76,-91.55,103.76
Stationary,580772,580774,-102.17,-951.29,261.6,91.55,-79.35,109.86
Stationary,580782,580784,-104.86,-953.0,263.31,85.45,-67.14,109.86
Stationary,580792,580794,-107.18,-953.86,265.14,73.24,-79.35,97.66
Stationary,580802,580803,-110.6,-954.96,265.38,79.35,-109.86,97.66
Stationary,580811,580813,-113.53,-955.93,263.92,79.35,-140.38,97.66
Stationary,580821,580823,-112.06,-955.2,261.84,79.35,-164.79,79.35
Stationary,580831,580833,-108.28,-954.71,261.11,73.24,-170.9,79.35
Stationary,580841,580843,-107.06,-954.59,261.96,61.04,-152.59,91.55
Stationary,580851,580853,-106.69,-953.61,263.55,54.93,-128.17,91.55
Stationary,580861,580862,-106.69,-951.17,266.72,54.93,-103.76,85.45
Stationary,580871,580872,-106.32,-945.92,268.68,61.04,-97.66,79.35
Stationary,580880,580882,-108.28,-939.58,267.33,61.04,-85.45,91.55
Stationary,580890,580892,-111.94,-936.77,265.01,48.83,-97.66,115.97
Stationary,580900,580902,-110.84,-939.7,262.82,36.62,-128.17,140.38
Stationary,580910,580912,-104.86,-946.66,260.62,30.52,-134.28,146.48
Stationary,580920,580922,-102.05,-951.17,261.47,36.62,-109.86,115.97
Stationary,580930,580931,-106.81,-953.37,264.89,36.62,-73.24,97.66
Stationary,580939,580941,-112.92,-957.52,267.09,42.72,-73.24,67.14
Stationary,580949,580951,-115.84,-960.08,267.82,67.14,-91.55,30.52
Stationary,580959,580961,-118.9,-959.23,267.58,85.45,-115.97,12.21
Stationary,580969,580971,-122.07,-957.03,265.99,91.55,-134.28,42.72
Stationary,580979,580981,-119.87,-955.44,263.79,91.55,-128.17,73.24
Stationary,580989,580991,-115.23,-951.78,264.04,85.45,-91.55,115.97
Stationary,580999,581000,-118.16,-949.71,266.11,73.24,-6.1,177.0
Stationary,581008,581010,-122.56,-951.17,267.09,67.14,61.04,207.52
Stationary,581018,581020,-121.83,-951.54,268.92,79.35,79.35,183.11
Stationary,581028,581030,-123.41,-951.78,271.97,85.45,42.72,183.11
Stationary,581038,581040,-124.88,-952.51,274.17,97.66,-24.41,213.62
Stationary,581048,581049,-122.68,-953.37,275.27,109.86,-97.66,238.04
Stationary,581057,581059,-118.65,-952.27,273.93,115.97,-140.38,262.45
Stationary,581067,581069,-116.21,-950.44,271.48,109.86,-146.48,305.18
Stationary,581077,581079,-118.04,-951.78,269.29,97.66,-122.07,341.8
Stationary,581087,581089,-115.36,-955.08,267.46,109.86,-97.66,360.11
Stationary,581097,581099,-112.43,-954.59,267.82,122.07,-61.04,366.21
Stationary,581107,581108,-117.19,-953.98,270.26,128.17,-18.31,366.21
Stationary,581117,581118,-118.04,-954.83,271.48,146.48,-6.1,354.0
Stationary,581126,581128,-113.28,-951.17,271.0,164.79,6.1,329.59
Stationary,581136,581138,-110.35,-945.43,269.04,164.79,12.21,341.8
Stationary,581146,581148,-108.15,-943.48,266.48,152.59,24.41,372.31
Stationary,581156,581158,-106.45,-946.41,265.75,134.28,48.83,366.21
Stationary,581166,581167,-109.5,-950.2,268.31,134.28,54.93,329.59
Stationary,581176,581177,-111.94,-953.61,270.14,134.28,24.41,286.87
Stationary,581185,581187,-111.57,-955.08,269.9,152.59,-18.31,207.52
Stationary,581195,581197,-113.04,-952.88,268.8,177.0,-67.14,152.59
Stationary,581205,581207,-112.43,-949.1,266.6,170.9,-103.76,146.48
Stationary,581215,581217,-107.79,-945.92,265.75,164.79,-115.97,140.38
Stationary,581225,581227,-104.37,-942.02,266.48,140.38,-91.55,128.17
Stationary,581234,581236,-104.0,-940.43,268.31,115.97,-61.04,140.38
Stationary,581244,581246,-105.22,-941.77,270.63,103.76,-36.62,128.17
Stationary,581254,581256,-109.5,-943.85,271.85,109.86,-42.72,109.86
Stationary,581264,581266,-112.79,-945.8,270.87,128.17,-73.24,91.55
Stationary,581274,581276,-114.14,-946.78,267.58,146.48,-97.66,79.35
Stationary,581283,581285,-114.38,-948.0,265.5,158.69,-122.07,73.24
Stationary,581294,581296,-112.43,-948.12,265.99,164.79,-128.17,61.04
Stationary,581303,581305,-110.6,-948.61,267.09,158.69,-97.66,61.04
Stationary,581313,581315,-108.28,-949.34,266.48,146.48,-48.83,54.93
Stationary,581323,581325,-107.67,-949.1,265.87,140.38,6.1,42.72
Stationary,581333,581335,-112.18,-949.71,265.87,140.38,36.62,48.83
Stationary,581342,581344,-119.02,-951.17,265.75,140.38,24.41,36.62
Stationary,581353,581355,-123.29,-952.88,265.5,140.38,-12.21,18.31
Stationary,581362,581364,-124.51,-953.86,265.14,146.48,-61.04,12.21
Stationary,581372,581374,-122.07,-952.27,264.28,152.59,-79.35,18.31
Stationary,581382,581384,-117.43,-946.78,262.94,146.48,-67.14,12.21
Stationary,581392,581394,-116.46,-941.41,262.94,128.17,-18.31,24.41
Stationary,581402,581403,-119.63,-941.16,263.92,97.66,30.52,42.72
Stationary,581412,581414,-121.09,-943.85,264.4,91.55,54.93,36.62
Stationary,581421,581423,-121.09,-943.97,264.53,97.66,42.72,18.31
Stationary,581431,581433,-125.85,-943.36,264.28,97.66,0.0,30.52
Stationary,581441,581443,-128.17,-946.17,264.65,97.66,-48.83,48.83
Stationary,581451,581453,-125.61,-948.36,265.38,97.66,-91.55,48.83
Stationary,581461,581462,-122.44,-946.9,265.87,85.45,-91.55,67.14
Stationary,581470,581472,-118.16,-946.29,266.48,61.04,-79.35,73.24
Stationary,581480,581482,-116.7,-947.75,268.8,36.62,-42.72,67.14
Stationary,581490,581492,-121.09,-949.95,272.46,18.31,-30.52,61.04
Stationary,581500,581502,-125.49,-954.22,273.68,12.21,-61.04,54.93
Stationary,581510,581512,-123.9,-958.86,273.19,24.41,-103.76,24.41
Stationary,581520,581522,-122.68,-958.37,272.95,48.83,-140.38,-6.1
Stationary,581530,581532,-122.44,-952.39,273.19,61.04,-158.69,-6.1
Stationary,581540,581541,-118.16,-943.85,275.02,61.04,-146.48,-24.41
Stationary,581549,581551,-116.09,-935.67,276.73,48.83,-97.66,-30.52
Stationary,581559,581561,-118.65,-932.25,275.88,42.72,-54.93,-12.21
Stationary,581569,581571,-122.8,-935.91,273.32,36.62,-36.62,-6.1
Stationary,581579,581581,-126.22,-946.17,269.9,36.62,-42.72,18.31
Stationary,581588,581590,-125.61,-957.28,267.09,61.04,-67.14,48.83
Stationary,581598,581600,-120.12,-960.94,265.99,73.24,-67.14,36.62
Stationary,581608,581610,-118.77,-958.25,267.58,67.14,-24.41,18.31
Stationary,581618,581620,-120.61,-957.89,271.73,30.52,12.21,18.31
Stationary,581628,581630,-119.87,-958.62,276.0,12.21,36.62,12.21
Stationary,581638,581640,-122.56,-955.44,279.42,0.0,36.62,12.21
Stationary,581647,581649,-127.93,-950.32,280.27,0.0,6.1,36.62
Stationary,581657,581659,-132.08,-947.51,278.81,-6.1,-54.93,61.04
Stationary,581667,581669,-129.64,-944.82,276.98,6.1,-109.86,61.04
Stationary,581677,581679,-124.27,-939.82,275.51,30.52,-134.28,36.62
Stationary,581687,581689,-122.8,-936.89,276.12,61.04,-109.86,12.21
Stationary,581697,581699,-120.12,-936.04,277.95,91.55,-97.66,-30.52
Stationary,581707,581709,-117.43,-934.94,277.95,122.07,-85.45,-85.45
Stationary,581717,581718,-118.65,-935.42,276.25,134.28,-61.04,-61.04
Stationary,581726,581728,-122.56,-938.96,274.17,146.48,-42.72,-18.31
Stationary,581736,581738,-125.12,-943.12,272.09,146.48,-18.31,12.21
Stationary,581746,581748,-124.76,-945.56,271.12,146.48,12.21,54.93
Stationary,581756,581758,-122.31,-947.88,270.63,128.17,67.14,109.86
Stationary,581766,581768,-118.65,-947.63,269.17,122.07,134.28,140.38
Stationary,581775,581777,-119.75,-944.21,268.07,109.86,207.52,164.79
Stationary,581785,581787,-120.12,-942.5,266.24,97.66,250.24,183.11
Stationary,581795,581797,-117.07,-943.48,265.01,85.45,280.76,177.0
Stationary,581805,581807,-119.63,-946.78,265.38,79.35,280.76,158.69
Stationary,581815,581817,-123.54,-951.9,265.14,73.24,238.04,146.48
Stationary,581825,581827,-122.44,-956.91,265.62,79.35,201.42,103.76
Stationary,581835,581836,-123.54,-960.08,266.97,79.35,158.69,42.72
Stationary,581844,581846,-127.08,-959.84,267.58,67.14,122.07,12.21
Stationary,581854,581856,-124.15,-956.79,266.24,61.04,91.55,-36.62
Stationary,581864,581866,-125.49,-951.42,265.87,42.72,73.24,-73.24
Stationary,581874,581876,-133.91,-947.02,266.97,18.31,54.93,-61.04
Stationary,581884,581886,-137.45,-945.07,267.46,12.21,0.0,-48.83
Stationary,581893,581895,-135.86,-942.5,266.11,6.1,-61.04,-42.72
Stationary,581903,581905,-134.64,-939.94,264.28,-6.1,-97.66,6.1
Stationary,581913,581915,-135.99,-941.77,264.89,-24.41,-109.86,85.45
Stationary,581923,581925,-133.79,-946.17,266.11,-18.31,-134.28,122.07
Stationary,581933,581935,-129.52,-947.63,266.97,-18.31,-122.07,158.69
Stationary,581943,581944,-126.1,-948.36,268.8,-24.41,-91.55,213.62
Stationary,581952,581954,-124.51,-950.07,269.53,-12.21,-48.83,262.45
Stationary,581962,581964,-124.51,-949.83,267.7,0.0,0.0,305.18
Stationary,581972,581974,-122.31,-946.9,265.14,12.21,30.52,341.8
Stationary,581982,581984,-121.22,-944.95,264.4,6.1,61.04,378.42
Stationary,581992,581994,-122.44,-945.31,265.26,0.0,85.45,408.94
Stationary,582002,582004,-119.75,-946.04,265.01,6.1,97.66,415.04
Stationary,582012,582013,-115.72,-944.09,264.28,12.21,103.76,390.62
Stationary,582021,582023,-117.07,-942.99,264.04,12.21,103.76,366.21
Stationary,582031,582033,-120.61,-947.75,263.92,0.0,67.14,335.69
Stationary,582041,582043,-118.04,-952.15,263.31,12.21,6.1,268.55
Stationary,582051,582053,-114.5,-951.17,262.33,18.31,-48.83,213.62
Stationary,582061,582062,-118.53,-949.22,261.6,6.1,-91.55,189.21
Stationary,582071,582072,-125.37,-951.29,261.84,-6.1,-140.38,170.9
Stationary,582080,582082,-127.69,-952.27,261.6,-6.1,-219.73,134.28
Stationary,582090,582092,-124.02,-948.61,259.4,-6.1,-274.66,115.97
Stationary,582100,582102,-120.12,-946.17,256.96,-30.52,-292.97,122.07
Stationary,582110,582112,-121.7,-946.17,256.96,-42.72,-274.66,128.17
Stationary,582120,582122,-123.29,-947.63,258.54,-61.04,-250.24,128.17
Stationary,582130,582132,-119.75,-948.97,259.28,-67.14,-225.83,109.86
Stationary,582140,582141,-118.41,-950.56,259.52,-67.14,-201.42,103.76
Stationary,582149,582151,-121.46,-951.17,260.25,-54.93,-183.11,115.97
Stationary,582159,582161,-125.0,-950.44,262.57,-48.83,-189.21,109.86
Stationary,582169,582171,-127.69,-946.29,264.89,-30.52,-201.42,103.76
Stationary,582179,582181,-123.9,-938.35,264.53,-12.21,-189.21,103.76
Stationary,582189,582191,-118.9,-933.35,261.11,-24.41,-122.07,115.97
Stationary,582199,582200,-120.36,-935.18,256.71,-36.62,-61.04,152.59
Stationary,582208,582210,-120.73,-944.58,254.39,-36.62,-12.21,177.0
Stationary,582218,582220,-120.36,-956.18,256.35,-18.31,36.62,158.69
Stationary,582228,582230,-121.46,-964.72,260.62,0.0,61.04,115.97
Stationary,582238,582240,-122.56,-967.16,264.53,24.41,73.24,48.83
Stationary,582248,582250,-126.1,-964.36,265.62,24.41,67.14,6.1
Stationary,582258,582259,-129.15,-960.57,264.16,18.31,48.83,18.31
Stationary,582267,582269,-126.46,-955.32,263.18,6.1,48.83,42.72
Stationary,582277,582279,-126.22,-949.46,264.16,-24.41,73.24,61.04
Stationary,582287,582289,-132.57,-946.66,266.48,-48.83,85.45,103.76
Stationary,582297,582299,-133.3,-946.41,269.53,-48.83,54.93,109.86
Stationary,582307,582309,-130.98,-946.17,272.46,-24.41,-6.1,67.14
Stationary,582316,582318,-132.45,-942.75,274.78,24.41,-85.45,30.52
Stationary,582326,582328,-131.84,-934.45,275.02,79.35,-177.0,-36.62
Stationary,582336,582338,-126.59,-927.73,271.73,97.66,-256.35,-91.55
Stationary,582346,582348,-121.34,-923.95,267.21,109.86,-280.76,-73.24
Stationary,582356,582358,-118.9,-924.93,263.31,91.55,-244.14,-12.21
Stationary,582366,582368,-119.14,-932.74,260.13,79.35,-170.9,30.52
Stationary,582376,582378,-122.8,-941.16,257.81,85.45,-97.66,67.14
Stationary,582385,582387,-125.85,-948.85,256.35,85.45,-30.52,79.35
Stationary,582395,582397,-127.81,-952.88,255.49,97.66,12.21,85.45
Stationary,582405,582407,-132.93,-953.98,254.15,85.45,30.52,97.66
Stationary,582415,582417,-135.86,-957.76,252.69,61.04,12.21,128.17
Stationary,582424,582426,-133.06,-963.5,250.85,36.62,-18.31,122.07
Stationary,582435,582437,-127.81,-965.94,248.9,24.41,-48.83,103.76
Stationary,582444,582446,-124.15,-963.99,247.92,-6.1,-61.04,85.45
Stationary,582454,582456,-124.27,-961.79,247.31,-42.72,-61.04,61.04
Stationary,582464,582466,-124.02,-958.98,246.22,-61.04,-67.14,-6.1
Stationary,582474,582476,-126.46,-955.81,247.31,-91.55,-73.24,-85.45
Stationary,582484,582486,-133.18,-954.59,251.83,-109.86,-128.17,-158.69
Stationary,582493,582495,-136.35,-952.64,256.47,-109.86,-219.73,-225.83
Stationary,582503,582505,-136.35,-949.22,257.69,-103.76,-311.28,-280.76
Stationary,582513,582515,-131.23,-944.34,254.88,-109.86,-378.42,-280.76
Stationary,582523,582525,-123.29,-937.62,252.69,-115.97,-372.31,-280.76
Stationary,582533,582535,-126.83,-937.5,254.52,-146.48,-311.28,-244.14
Stationary,582543,582545,-131.59,-944.82,258.18,-152.59,-256.35,-213.62
Stationary,582553,582555,-128.54,-947.63,261.23,-122.07,-207.52,-213.62
Stationary,582562,582564,-129.88,-946.53,262.82,-97.66,-158.69,-189.21
Stationary,582572,582574,-135.13,-948.49,262.7,-85.45,-128.17,-97.66
Stationary,582582,582584,-136.35,-953.49,262.33,-73.24,-109.86,-24.41
Stationary,582592,582594,-131.47,-954.71,262.7,-61.04,-85.45,12.21
Stationary,582602,582604,-127.69,-953.98,264.04,-85.45,-36.62,54.93
Stationary,582612,582613,-127.56,-958.01,266.6,-91.55,6.1,79.35
Stationary,582621,582623,-129.39,-962.77,269.17,-73.24,24.41,61.04
Stationary,582631,582633,-130.62,-964.36,269.53,-42.72,12.21,36.62
Stationary,582641,582643,-126.95,-964.97,267.82,-6.1,0.0,6.1
Stationary,582651,582653,-121.58,-963.13,265.62,36.62,24.41,-24.41
Stationary,582661,582663,-119.51,-959.72,264.16,54.93,85.45,-30.52
Stationary,582671,582672,-119.02,-960.21,262.82,54.93,177.0,24.41
Stationary,582681,582682,-115.36,-962.04,261.47,61.04,299.07,67.14
Stationary,582690,582692,-114.75,-961.91,260.5,73.24,427.25,91.55
Stationary,582700,582702,-117.92,-959.59,260.74,73.24,500.49,109.86
Stationary,582710,582712,-117.55,-954.59,263.67,73.24,506.59,91.55
Stationary,582720,582722,-119.02,-949.83,269.41,61.04,463.87,42.72
Stationary,582730,582732,-123.9,-948.12,274.29,42.72,372.31,24.41
Stationary,582739,582741,-122.8,-947.02,274.9,48.83,238.04,-6.1
Stationary,582749,582751,-118.53,-944.09,272.71,48.83,115.97,-36.62
Stationary,582759,582761,-118.77,-942.63,269.53,42.72,30.52,-6.1
Stationary,582769,582771,-119.63,-945.43,264.89,36.62,-6.1,36.62
Stationary,582779,582781,-114.99,-946.78,262.45,48.83,6.1,12.21
Stationary,582788,582790,-112.79,-944.82,264.77,61.04,67.14,-18.31
Stationary,582798,582800,-116.33,-944.09,268.19,73.24,122.07,-24.41
Stationary,582808,582810,-116.7,-944.46,269.53,103.76,140.38,-42.72
Stationary,582818,582820,-116.21,-944.21,267.33,109.86,128.17,-48.83
Stationary,582828,582830,-117.19,-950.2,263.31,103.76,103.76,12.21
Stationary,582838,582840,-119.26,-962.52,260.86,109.86,91.55,36.62
Stationary,582848,582849,-120.36,-968.75,260.25,134.28,91.55,24.41
Stationary,582857,582859,-116.33,-967.53,259.4,128.17,128.17,18.31
Stationary,582867,582869,-111.57,-964.36,258.54,103.76,201.42,12.21
Stationary,582877,582879,-117.31,-962.4,260.62,73.24,286.87,18.31
Stationary,582887,582889,-128.42,-961.55,264.77,61.04,299.07,24.41
Stationary,582897,582899,-131.71,-958.37,267.7,61.04,244.14,12.21
Stationary,582907,582908,-130.0,-953.61,268.68,61.04,152.59,6.1
Stationary,582916,582918,-130.74,-947.39,267.58,54.93,61.04,24.41
Stationary,582926,582928,-135.01,-942.02,266.97,61.04,-12.21,54.93
Stationary,582936,582938,-133.42,-940.8,265.26,79.35,-42.72,54.93
Stationary,582946,582948,-120.24,-938.72,261.6,103.76,-24.41,12.21
Stationary,582956,582958,-113.53,-935.3,260.99,115.97,54.93,-12.21
Stationary,582966,582968,-120.12,-936.16,263.06,128.17,128.17,6.1
Stationary,582975,582977,-124.27,-940.92,264.77,152.59,152.59,18.31
Stationary,582985,582987,-123.41,-944.21,264.77,164.79,158.69,36.62
Stationary,582995,582997,-125.37,-947.75,262.33,164.79,170.9,115.97
Stationary,583005,583007,-131.84,-953.25,259.89,170.9,213.62,201.42
Stationary,583015,583017,-132.93,-954.96,256.71,189.21,262.45,268.55
Stationary,583025,583027,-126.34,-951.42,251.95,183.11,354.0,323.49
Stationary,583034,583036,-123.66,-951.9,248.05,152.59,494.38,390.62
Stationary,583044,583046,-123.41,-957.03,247.31,146.48,628.66,433.35
Stationary,583054,583056,-122.07,-959.96,248.78,140.38,714.11,433.35
Stationary,583064,583066,-123.66,-962.04,249.39,128.17,744.63,433.35
Stationary,583074,583076,-126.71,-964.23,248.9,115.97,720.21,433.35
Stationary,583084,583086,-129.64,-962.65,249.27,109.86,640.87,390.62
Stationary,583094,583095,-130.25,-954.59,250.85,79.35,524.9,323.49
Stationary,583103,583105,-132.2,-945.8,252.56,24.41,408.94,250.24
Stationary,583113,583115,-141.11,-942.02,254.27,-24.41,274.66,164.79
Stationary,583123,583125,-148.68,-941.16,256.59,-54.93,97.66,61.04
Stationary,583133,583135,-152.34,-941.28,259.28,-85.45,-109.86,-48.83
Stationary,583143,583145,-157.71,-941.77,260.25,-85.45,-329.59,-122.07
Stationary,583153,583155,-159.55,-940.92,259.64,-85.45,-518.8,-152.59
