label,timestamp1,timestamp2,x_out_fir,y_out_fir,z_out_fir
LatPulldown,,,-46.2319450378418,513.5565795898438,337.2278747558594
LatPulldown,,,-55.98701858520508,522.2171630859375,340.275390625
LatPulldown,,,-70.53131103515625,533.1552734375,369.0025329589844
LatPulldown,,,-84.10314178466797,535.0835571289062,415.3802490234375
LatPulldown,,,-87.1789779663086,524.83837890625,460.6283264160156
LatPulldown,,,-72.84195709228516,510.4003601074219,485.385009765625
LatPulldown,,,-43.36977767944336,503.9270324707031,480.4107360839844
LatPulldown,,,-9.331086158752441,513.3422241210938,451.1191101074219
LatPulldown,,,17.549589157104492,537.79541015625,413.53045654296875
LatPulldown,,,31.779319763183594,568.4853515625,383.84686279296875
LatPulldown,,,36.46075439453125,594.7755737304688,369.3468933105469
LatPulldown,,,40.62584686279297,611.4376831054688,367.88739013671875
LatPulldown,,,51.58700180053711,620.9208984375,373.3253479003906
LatPulldown,,,68.63257598876953,628.6320190429688,379.8006286621094
LatPulldown,,,85.95490264892578,639.1465454101562,382.7141418457031
LatPulldown,,,100.92986297607422,656.96533203125,378.0112609863281
LatPulldown,,,115.89407348632812,684.619140625,364.3074951171875
LatPulldown,,,131.09735107421875,719.7465209960938,345.6778259277344
LatPulldown,,,142.1929168701172,756.4199829101562,332.55047607421875
LatPulldown,,,145.4174346923828,789.5728759765625,336.20587158203125
LatPulldown,,,143.3976287841797,816.1454467773438,357.57977294921875
LatPulldown,,,144.11880493164062,833.2963256835938,385.18548583984375
LatPulldown,,,152.98297119140625,840.9100341796875,403.4654846191406
LatPulldown,,,168.46372985839844,844.22705078125,404.4107360839844
LatPulldown,,,183.05474853515625,851.1207275390625,391.1851806640625
LatPulldown,,,189.64373779296875,867.18017578125,372.0690612792969
LatPulldown,,,187.3977813720703,892.0367431640625,355.4849853515625
LatPulldown,,,179.5112762451172,919.6475830078125,347.6573486328125
LatPulldown,,,169.68341064453125,942.5469360351562,352.72955322265625
LatPulldown,,,159.90469360351562,956.4636840820312,371.4595947265625
LatPulldown,,,150.57225036621094,961.8004150390625,398.4415588378906
LatPulldown,,,142.81011962890625,959.8338623046875,423.6553955078125
LatPulldown,,,138.98179626464844,951.3353271484375,437.840576171875
LatPulldown,,,141.32907104492188,938.22509765625,439.2322998046875
LatPulldown,,,149.5741729736328,924.34716796875,435.1512756347656
LatPulldown,,,159.3019561767578,915.6189575195312,437.0530090332031
LatPulldown,,,164.95388793945312,916.32421875,452.3170471191406
LatPulldown,,,165.11268615722656,927.0957641601562,478.00213623046875
LatPulldown,,,163.25148010253906,945.4491577148438,502.8835754394531
LatPulldown,,,164.8207244873047,966.1975708007812,515.1177978515625
LatPulldown,,,172.0190887451172,981.9554443359375,508.3168640136719
