label,timestamp1,timestamp2,x_out_fir,y_out_fir,z_out_fir,gyro_x_fir,gyro_y_fir,gyro_z_fir
ChestPress,,,23.079456329345703,484.95001220703125,832.0615234375,2994.270263671875,657.950439453125,2253.828857421875
ChestPress,,,33.38422393798828,498.16180419921875,830.7615356445312,2609.505615234375,723.4673461914062,2286.889892578125
ChestPress,,,35.78068161010742,500.18780517578125,824.431396484375,2215.822998046875,907.8576049804688,2281.6396484375
ChestPress,,,29.169837951660156,494.4970703125,816.1646728515625,1941.4071044921875,1158.669677734375,2160.241943359375
ChestPress,,,21.736549377441406,488.0549621582031,808.6702880859375,1852.612060546875,1382.149169921875,1856.0198974609375
ChestPress,,,24.411638259887695,487.4578857421875,802.7720947265625,1940.0145263671875,1495.302978515625,1343.212158203125
ChestPress,,,38.09814453125,495.78094482421875,796.8983154296875,2142.4609375,1480.4925537109375,691.1276245117188
ChestPress,,,53.88315200805664,512.099609375,790.3704223632812,2400.493408203125,1388.5465087890625,35.834083557128906
ChestPress,,,63.88609313964844,533.0790405273438,785.3627319335938,2649.087890625,1295.405029296875,-474.99517822265625
ChestPress,,,68.36455535888672,553.721435546875,785.2955322265625,2823.093017578125,1259.635986328125,-796.8455810546875
ChestPress,,,72.15372467041016,569.4788818359375,792.6090698242188,2887.936767578125,1310.381103515625,-986.3007202148438
ChestPress,,,78.16673278808594,579.2052612304688,805.9486694335938,2829.8232421875,1460.970947265625,-1146.186279296875
ChestPress,,,83.85269927978516,585.53173828125,821.0894165039062,2658.527099609375,1712.9757080078125,-1355.4879150390625
ChestPress,,,83.07699584960938,591.66162109375,832.8809814453125,2361.5498046875,2043.2410888671875,-1601.31884765625
ChestPress,,,72.7385025024414,598.0474243164062,837.2319946289062,1950.77294921875,2388.785888671875,-1832.93701171875
ChestPress,,,55.34672927856445,602.4992065429688,834.4832153320312,1492.5802001953125,2669.5849609375,-2002.058349609375
ChestPress,,,35.67997360229492,602.7672729492188,830.059326171875,1087.4737548828125,2803.2353515625,-2133.432373046875
ChestPress,,,16.9186954498291,599.1881713867188,830.7667846679688,813.2845458984375,2736.255126953125,-2291.22705078125
ChestPress,,,0.15296876430511475,594.9799194335938,840.20458984375,672.205078125,2462.57177734375,-2503.758544921875
ChestPress,,,-15.810508728027344,594.0593872070312,857.6636352539062,614.9783325195312,2041.7049560546875,-2722.22021484375
ChestPress,,,-33.82401657104492,598.6412353515625,878.8972778320312,559.2273559570312,1564.756591796875,-2866.530029296875
ChestPress,,,-54.56084060668945,608.0377197265625,899.077880859375,464.9273681640625,1116.622802734375,-2886.52685546875
ChestPress,,,-74.67265319824219,619.2338256835938,915.5501098632812,336.5386962890625,732.5088500976562,-2803.383056640625
ChestPress,,,-88.3322525024414,629.4983520507812,928.7779541015625,249.83753967285156,388.7464904785156,-2714.9267578125
ChestPress,,,-91.4227294921875,639.4767456054688,940.6369018554688,273.68212890625,44.46247863769531,-2706.62744140625
ChestPress,,,-83.97467803955078,653.1168823242188,950.4716186523438,391.8582763671875,-315.8320617675781,-2778.4501953125
ChestPress,,,-70.26953125,672.5725708007812,955.7740478515625,499.9221496582031,-652.6283569335938,-2839.526123046875
ChestPress,,,-57.6161003112793,694.5590209960938,954.6165771484375,491.5735778808594,-919.7119750976562,-2833.318115234375
ChestPress,,,-50.81886672973633,712.9091186523438,947.9679565429688,385.8970947265625,-1092.648681640625,-2799.592529296875
ChestPress,,,-48.847373962402344,725.1293334960938,938.4608154296875,285.0105285644531,-1175.3360595703125,-2799.27490234375
ChestPress,,,-46.489234924316406,734.9976806640625,927.4201049804688,283.75970458984375,-1177.9844970703125,-2829.21142578125
ChestPress,,,-40.306819915771484,748.5263061523438,915.486083984375,389.4912109375,-1104.507080078125,-2823.150390625
ChestPress,,,-33.18723678588867,768.77490234375,904.5738525390625,543.7901000976562,-966.4053344726562,-2726.23779296875
ChestPress,,,-30.425418853759766,794.855712890625,897.2083740234375,683.5665283203125,-803.1641235351562,-2539.982666015625
ChestPress,,,-35.35565948486328,824.7660522460938,893.6674194335938,784.0709228515625,-676.2047119140625,-2311.597900390625
ChestPress,,,-46.99264144897461,857.3643798828125,891.6749877929688,861.9392700195312,-656.2637939453125,-2089.37060546875
ChestPress,,,-60.23227310180664,892.4736938476562,887.756591796875,933.513671875,-787.560791015625,-1892.7977294921875
ChestPress,,,-68.02989196777344,928.4675903320312,879.5908813476562,963.9640502929688,-1060.9285888671875,-1709.5120849609375
ChestPress,,,-63.27799987792969,960.4464111328125,866.7412719726562,877.5125732421875,-1410.5714111328125,-1504.732177734375
ChestPress,,,-42.722164154052734,981.17724609375,851.0233764648438,618.6961059570312,-1726.05322265625,-1234.4241943359375
ChestPress,,,-8.911568641662598,984.4015502929688,836.0403442382812,207.9119415283203,-1899.693603515625,-853.32275390625
ChestPress,,,31.124635696411133,968.1571044921875,825.4521484375,-268.74114990234375,-1864.1065673828125,-348.9752197265625
ChestPress,,,69.73441314697266,934.4453125,822.3990478515625,-721.9452514648438,-1620.5400390625,228.79698181152344
ChestPress,,,101.39844512939453,887.3836669921875,828.0966186523438,-1096.251953125,-1231.512451171875,794.3013305664062
ChestPress,,,122.02674102783203,832.0482177734375,840.7864990234375,-1370.2144775390625,-794.8124389648438,1267.8546142578125
ChestPress,,,128.87928771972656,773.9202880859375,856.4520874023438,-1528.613037109375,-420.6274108886719,1608.6485595703125
ChestPress,,,122.11238861083984,718.4470825195312,870.7991943359375,-1562.8741455078125,-204.965087890625,1813.085205078125
ChestPress,,,105.97718811035156,670.3380737304688,881.3389282226562,-1472.4654541015625,-204.89358520507812,1891.5396728515625
ChestPress,,,87.02014923095703,632.9058227539062,887.1897583007812,-1274.6717529296875,-418.7740173339844,1863.348388671875
ChestPress,,,71.3822250366211,607.6978149414062,887.751708984375,-990.3504638671875,-780.500732421875,1748.7218017578125
ChestPress,,,63.06279754638672,594.7091064453125,882.7555541992188,-636.996337890625,-1168.9454345703125,1566.9703369140625
ChestPress,,,62.5998649597168,593.093505859375,873.2313232421875,-242.5835723876953,-1444.6673583984375,1335.1689453125
ChestPress,,,66.47630310058594,601.5687255859375,861.669921875,140.4744415283203,-1505.3017578125,1073.5069580078125
